age,job,marital,edu,social,race,position,county,country,salary
21,"\" Private\"","\" Never-married\"","\" Some-college\"","\" Not-in-family\"","\" Asian-Pac-Islander\"","\" Other-service\"",25,"\" United-States\"","\" <=50K\""
21,"\" Private\"","\" Never-married\"","\" Some-college\"","\" Own-child\"","\" White\"","\" Sales\"",24,"\" United-States\"","\" <=50K\""
21,"\" Private\"","\" Never-married\"","\" Some-college\"","\" Own-child\"","\" White\"","\" Handlers-cleaners\"",40,"\" United-States\"","\" <=50K\""
21,"\" Private\"","\" Never-married\"","\" Some-college\"","\" Own-child\"","\" White\"","\" Handlers-cleaners\"",30,"\" United-States\"","\" <=50K\""
21,"\" Private\"","\" Never-married\"","\" Some-college\"","\" Not-in-family\"","\" White\"","\" Other-service\"",25,"\" United-States\"","\" <=50K\""
21,"\" Private\"","\" Never-married\"","\" Some-college\"","\" Own-child\"","\" Black\"","\" Farming-fishing\"",10,"\" United-States\"","\" <=50K\""
21,"\" Private\"","\" Never-married\"","\" Some-college\"","\" Not-in-family\"","\" White\"","\" Other-service\"",57,"\" United-States\"","\" <=50K\""
21,"\" Private\"","\" Never-married\"","\" Some-college\"","\" Other-relative\"","\" Black\"","\" Other-service\"",8,"\" United-States\"","\" <=50K\""
21,"\" Private\"","\" Never-married\"","\" Some-college\"","\" Own-child\"","\" White\"","\" Other-service\"",40,"\" Puerto-Rico\"","\" <=50K\""
21,"\" Private\"","\" Never-married\"","\" Some-college\"","\" Own-child\"","\" White\"","\" Other-service\"",10,"\" United-States\"","\" <=50K\""
21,"\" Private\"","\" Never-married\"","\" Some-college\"","\" Own-child\"","\" White\"","\" Sales\"",30,"\" United-States\"","\" <=50K\""
21,"\" Private\"","\" Never-married\"","\" Some-college\"","\" Not-in-family\"","\" White\"","\" Other-service\"",37,"\" United-States\"","\" <=50K\""
27,"\" Private\"","\" Never-married\"","\" Some-college\"","\" Not-in-family\"","\" White\"","\" Sales\"",40,"\" United-States\"","\" <=50K\""
27,"\" Private\"","\" Never-married\"","\" Some-college\"","\" Own-child\"","\" White\"","\" Sales\"",40,"\" United-States\"","\" <=50K\""
27,"\" Private\"","\" Never-married\"","\" Some-college\"","\" Own-child\"","\" Asian-Pac-Islander\"","\" Craft-repair\"",40,"\" Philippines\"","\" <=50K\""
27,"\" Private\"","\" Never-married\"","\" Some-college\"","\" Not-in-family\"","\" White\"","\" Prof-specialty\"",40,"\" United-States\"","\" <=50K\""
27,"\" Private\"","\" Never-married\"","\" Some-college\"","\" Own-child\"","\" White\"","\" Other-service\"",40,"\" United-States\"","\" <=50K\""
27,"\" Private\"","\" Never-married\"","\" Some-college\"","\" Not-in-family\"","\" White\"","\" Adm-clerical\"",40,"\" United-States\"","\" <=50K\""
27,"\" Private\"","\" Never-married\"","\" Some-college\"","\" Not-in-family\"","\" Black\"","\" Sales\"",40,"\" United-States\"","\" <=50K\""
20,"\" Private\"","\" Never-married\"","\" Some-college\"","\" Own-child\"","\" White\"","\" Other-service\"",40,"\" United-States\"","\" <=50K\""
20,"\" Private\"","\" Never-married\"","\" Some-college\"","\" Not-in-family\"","\" White\"","\" Sales\"",50,"\" United-States\"","\" <=50K\""
20,"\" Private\"","\" Never-married\"","\" Some-college\"","\" Not-in-family\"","\" White\"","\" Sales\"",45,"\" United-States\"","\" <=50K\""
20,"\" Private\"","\" Never-married\"","\" Some-college\"","\" Own-child\"","\" White\"","\" Other-service\"",16,"\" United-States\"","\" <=50K\""
20,"\" Private\"","\" Never-married\"","\" Some-college\"","\" Own-child\"","\" Black\"","\" Sales\"",44,"\" United-States\"","\" <=50K\""
20,"\" Private\"","\" Never-married\"","\" Some-college\"","\" Own-child\"","\" White\"","\" Tech-support\"",40,"\" United-States\"","\" <=50K\""
20,"\" Private\"","\" Never-married\"","\" Some-college\"","\" Own-child\"","\" White\"","\" Adm-clerical\"",28,"\" United-States\"","\" <=50K\""
20,"\" Private\"","\" Never-married\"","\" Some-college\"","\" Own-child\"","\" White\"","\" Sales\"",20,"\" United-States\"","\" <=50K\""
20,"\" Private\"","\" Never-married\"","\" Some-college\"","\" Own-child\"","\" White\"","\" Handlers-cleaners\"",40,"\" United-States\"","\" <=50K\""
20,"\" Private\"","\" Never-married\"","\" Some-college\"","\" Not-in-family\"","\" White\"","\" Sales\"",35,"\" United-States\"","\" <=50K\""
20,"\" Private\"","\" Never-married\"","\" Some-college\"","\" Own-child\"","\" White\"","\" Machine-op-inspct\"",40,"\" United-States\"","\" <=50K\""
20,"\" Private\"","\" Never-married\"","\" Some-college\"","\" Own-child\"","\" White\"","\" Other-service\"",20,"\" United-States\"","\" <=50K\""
20,"\" Private\"","\" Never-married\"","\" Some-college\"","\" Not-in-family\"","\" White\"","\" Sales\"",25,"\" United-States\"","\" <=50K\""
20,"\" Private\"","\" Never-married\"","\" Some-college\"","\" Own-child\"","\" White\"","\" Prof-specialty\"",20,"\" United-States\"","\" <=50K\""
20,"\" Private\"","\" Never-married\"","\" Some-college\"","\" Not-in-family\"","\" White\"","\" Other-service\"",20,"\" United-States\"","\" <=50K\""
20,"\" Private\"","\" Never-married\"","\" Some-college\"","\" Own-child\"","\" White\"","\" Handlers-cleaners\"",35,"\" United-States\"","\" <=50K\""
20,"\" Private\"","\" Never-married\"","\" Some-college\"","\" Own-child\"","\" Amer-Indian-Eskimo\"","\" Machine-op-inspct\"",40,"\" United-States\"","\" <=50K\""
20,"\" Private\"","\" Never-married\"","\" Some-college\"","\" Own-child\"","\" White\"","\" Tech-support\"",24,"\" United-States\"","\" <=50K\""
20,"\" Private\"","\" Never-married\"","\" Some-college\"","\" Not-in-family\"","\" White\"","\" Other-service\"",25,"\" United-States\"","\" <=50K\""
20,"\" Private\"","\" Never-married\"","\" Some-college\"","\" Unmarried\"","\" White\"","\" Other-service\"",40,"\" United-States\"","\" <=50K\""
20,"\" Private\"","\" Never-married\"","\" Some-college\"","\" Own-child\"","\" White\"","\" Adm-clerical\"",30,"\" United-States\"","\" <=50K\""
20,"\" Private\"","\" Never-married\"","\" Some-college\"","\" Not-in-family\"","\" White\"","\" Machine-op-inspct\"",40,"\" United-States\"","\" <=50K\""
20,"\" Private\"","\" Never-married\"","\" Some-college\"","\" Not-in-family\"","\" White\"","\" Other-service\"",45,"\" United-States\"","\" <=50K\""
20,"\" Private\"","\" Never-married\"","\" Some-college\"","\" Not-in-family\"","\" Black\"","\" Adm-clerical\"",14,"\" United-States\"","\" <=50K\""
20,"\" Private\"","\" Never-married\"","\" Some-college\"","\" Own-child\"","\" White\"","\" Farming-fishing\"",40,"\" United-States\"","\" <=50K\""
20,"\" Private\"","\" Never-married\"","\" Some-college\"","\" Not-in-family\"","\" Black\"","\" Handlers-cleaners\"",15,"\" United-States\"","\" <=50K\""
20,"\" Private\"","\" Never-married\"","\" Some-college\"","\" Own-child\"","\" White\"","\" Sales\"",20,"\" United-States\"","\" <=50K\""
20,"\" Private\"","\" Never-married\"","\" Some-college\"","\" Own-child\"","\" White\"","\" Handlers-cleaners\"",40,"\" United-States\"","\" <=50K\""
20,"\" ?\"","\" Never-married\"","\" Some-college\"","\" Own-child\"","\" White\"","\" ?\"",20,"\" United-States\"","\" <=50K\""
20,"\" ?\"","\" Never-married\"","\" Some-college\"","\" Own-child\"","\" White\"","\" ?\"",24,"\" United-States\"","\" <=50K\""
20,"\" ?\"","\" Never-married\"","\" Some-college\"","\" Own-child\"","\" White\"","\" ?\"",36,"\" United-States\"","\" <=50K\""
20,"\" ?\"","\" Never-married\"","\" Some-college\"","\" Not-in-family\"","\" White\"","\" ?\"",25,"\" United-States\"","\" <=50K\""
20,"\" ?\"","\" Never-married\"","\" Some-college\"","\" Own-child\"","\" White\"","\" ?\"",16,"\" United-States\"","\" <=50K\""
20,"\" ?\"","\" Never-married\"","\" Some-college\"","\" Own-child\"","\" White\"","\" ?\"",50,"\" United-States\"","\" <=50K\""
20,"\" ?\"","\" Never-married\"","\" Some-college\"","\" Own-child\"","\" White\"","\" ?\"",32,"\" United-States\"","\" <=50K\""
20,"\" ?\"","\" Never-married\"","\" Some-college\"","\" Own-child\"","\" Asian-Pac-Islander\"","\" ?\"",15,"\" United-States\"","\" <=50K\""
20,"\" ?\"","\" Never-married\"","\" Some-college\"","\" Own-child\"","\" White\"","\" ?\"",8,"\" United-States\"","\" <=50K\""
34,"\" Private\"","\" Married-civ-spouse\"","\" Some-college\"","\" Husband\"","\" White\"","\" Other-service\"",40,"\" United-States\"","\" <=50K\""
34,"\" Private\"","\" Married-civ-spouse\"","\" Some-college\"","\" Husband\"","\" White\"","\" Farming-fishing\"",54,"\" Mexico\"","\" <=50K\""
34,"\" Private\"","\" Married-civ-spouse\"","\" Some-college\"","\" Husband\"","\" White\"","\" Prof-specialty\"",50,"\" United-States\"","\" >50K\""
34,"\" Private\"","\" Married-civ-spouse\"","\" Some-college\"","\" Other-relative\"","\" Black\"","\" Protective-serv\"",25,"\" Haiti\"","\" <=50K\""
34,"\" Private\"","\" Married-civ-spouse\"","\" Some-college\"","\" Husband\"","\" Black\"","\" Adm-clerical\"",40,"\" United-States\"","\" >50K\""
34,"\" Private\"","\" Married-civ-spouse\"","\" Some-college\"","\" Husband\"","\" White\"","\" Exec-managerial\"",40,"\" United-States\"","\" <=50K\""
30,"\" Private\"","\" Never-married\"","\" Some-college\"","\" Not-in-family\"","\" Black\"","\" Machine-op-inspct\"",40,"\" United-States\"","\" <=50K\""
30,"\" Private\"","\" Never-married\"","\" Some-college\"","\" Not-in-family\"","\" Black\"","\" Craft-repair\"",45,"\" United-States\"","\" <=50K\""
30,"\" Private\"","\" Never-married\"","\" Some-college\"","\" Unmarried\"","\" White\"","\" Handlers-cleaners\"",40,"\" United-States\"","\" <=50K\""
30,"\" Private\"","\" Never-married\"","\" Some-college\"","\" Not-in-family\"","\" White\"","\" Craft-repair\"",40,"\" United-States\"","\" >50K\""
30,"\" Private\"","\" Never-married\"","\" Some-college\"","\" Not-in-family\"","\" Black\"","\" Sales\"",35,"\" United-States\"","\" <=50K\""
30,"\" Private\"","\" Never-married\"","\" Some-college\"","\" Not-in-family\"","\" White\"","\" Adm-clerical\"",48,"\" United-States\"","\" <=50K\""
43,"\" Private\"","\" Married-civ-spouse\"","\" Some-college\"","\" Husband\"","\" White\"","\" Tech-support\"",40,"\" United-States\"","\" >50K\""
43,"\" Private\"","\" Married-civ-spouse\"","\" Some-college\"","\" Husband\"","\" White\"","\" Craft-repair\"",50,"\" United-States\"","\" <=50K\""
43,"\" Private\"","\" Married-civ-spouse\"","\" Some-college\"","\" Wife\"","\" White\"","\" Prof-specialty\"",50,"\" United-States\"","\" >50K\""
43,"\" Private\"","\" Married-civ-spouse\"","\" Some-college\"","\" Husband\"","\" White\"","\" Exec-managerial\"",40,"\" United-States\"","\" <=50K\""
43,"\" Private\"","\" Married-civ-spouse\"","\" Some-college\"","\" Husband\"","\" White\"","\" Craft-repair\"",60,"\" United-States\"","\" >50K\""
43,"\" Private\"","\" Married-civ-spouse\"","\" Some-college\"","\" Husband\"","\" White\"","\" Sales\"",40,"\" United-States\"","\" >50K\""
43,"\" Private\"","\" Married-civ-spouse\"","\" Some-college\"","\" Husband\"","\" White\"","\" Sales\"",50,"\" United-States\"","\" >50K\""
33,"\" Private\"","\" Married-civ-spouse\"","\" Some-college\"","\" Husband\"","\" Black\"","\" Craft-repair\"",40,"\" United-States\"","\" <=50K\""
33,"\" Private\"","\" Married-civ-spouse\"","\" Some-college\"","\" Husband\"","\" White\"","\" Exec-managerial\"",40,"\" United-States\"","\" >50K\""
33,"\" Private\"","\" Married-civ-spouse\"","\" Some-college\"","\" Wife\"","\" White\"","\" Craft-repair\"",60,"\" United-States\"","\" <=50K\""
33,"\" Private\"","\" Married-civ-spouse\"","\" Some-college\"","\" Husband\"","\" Black\"","\" Machine-op-inspct\"",40,"\" United-States\"","\" <=50K\""
33,"\" Private\"","\" Married-civ-spouse\"","\" Some-college\"","\" Husband\"","\" White\"","\" Sales\"",48,"\" United-States\"","\" >50K\""
51,"\" Private\"","\" Married-civ-spouse\"","\" Some-college\"","\" Husband\"","\" White\"","\" Exec-managerial\"",40,"\" United-States\"","\" <=50K\""
51,"\" Private\"","\" Married-civ-spouse\"","\" Some-college\"","\" Husband\"","\" White\"","\" Sales\"",40,"\" United-States\"","\" >50K\""
51,"\" Private\"","\" Married-civ-spouse\"","\" Some-college\"","\" Husband\"","\" White\"","\" Prof-specialty\"",40,"\" United-States\"","\" >50K\""
51,"\" Private\"","\" Married-civ-spouse\"","\" Some-college\"","\" Husband\"","\" White\"","\" Exec-managerial\"",65,"\" United-States\"","\" >50K\""
51,"\" Private\"","\" Married-civ-spouse\"","\" Some-college\"","\" Husband\"","\" White\"","\" Exec-managerial\"",45,"\" United-States\"","\" >50K\""
51,"\" Private\"","\" Married-civ-spouse\"","\" Some-college\"","\" Husband\"","\" White\"","\" Craft-repair\"",40,"\" United-States\"","\" >50K\""
19,"\" ?\"","\" Never-married\"","\" Some-college\"","\" Own-child\"","\" White\"","\" ?\"",10,"\" United-States\"","\" <=50K\""
19,"\" ?\"","\" Never-married\"","\" Some-college\"","\" Own-child\"","\" White\"","\" ?\"",24,"\" Canada\"","\" <=50K\""
19,"\" ?\"","\" Never-married\"","\" Some-college\"","\" Own-child\"","\" Black\"","\" ?\"",25,"\" United-States\"","\" <=50K\""
19,"\" ?\"","\" Never-married\"","\" Some-college\"","\" Own-child\"","\" White\"","\" ?\"",25,"\" United-States\"","\" <=50K\""
19,"\" ?\"","\" Never-married\"","\" Some-college\"","\" Own-child\"","\" White\"","\" ?\"",40,"\" United-States\"","\" <=50K\""
19,"\" ?\"","\" Never-married\"","\" Some-college\"","\" Own-child\"","\" White\"","\" ?\"",35,"\" United-States\"","\" <=50K\""
19,"\" ?\"","\" Never-married\"","\" Some-college\"","\" Own-child\"","\" White\"","\" ?\"",40,"\" United-States\"","\" <=50K\""
19,"\" ?\"","\" Never-married\"","\" Some-college\"","\" Own-child\"","\" White\"","\" ?\"",50,"\" United-States\"","\" <=50K\""
19,"\" ?\"","\" Never-married\"","\" Some-college\"","\" Own-child\"","\" White\"","\" ?\"",45,"\" United-States\"","\" <=50K\""
19,"\" ?\"","\" Never-married\"","\" Some-college\"","\" Other-relative\"","\" Amer-Indian-Eskimo\"","\" ?\"",40,"\" United-States\"","\" <=50K\""
44,"\" Private\"","\" Married-civ-spouse\"","\" Some-college\"","\" Husband\"","\" White\"","\" Craft-repair\"",40,"\" United-States\"","\" >50K\""
44,"\" Private\"","\" Married-civ-spouse\"","\" Some-college\"","\" Wife\"","\" White\"","\" Adm-clerical\"",6,"\" United-States\"","\" >50K\""
44,"\" Private\"","\" Married-civ-spouse\"","\" Some-college\"","\" Husband\"","\" White\"","\" Tech-support\"",40,"\" United-States\"","\" <=50K\""
44,"\" Private\"","\" Married-civ-spouse\"","\" Some-college\"","\" Husband\"","\" White\"","\" Prof-specialty\"",40,"\" United-States\"","\" >50K\""
44,"\" Private\"","\" Married-civ-spouse\"","\" Some-college\"","\" Husband\"","\" White\"","\" Transport-moving\"",40,"\" United-States\"","\" <=50K\""
44,"\" Private\"","\" Married-civ-spouse\"","\" Some-college\"","\" Husband\"","\" White\"","\" Exec-managerial\"",40,"\" United-States\"","\" <=50K\""
44,"\" Private\"","\" Married-civ-spouse\"","\" Some-college\"","\" Husband\"","\" White\"","\" Sales\"",50,"\" United-States\"","\" <=50K\""
44,"\" Private\"","\" Married-civ-spouse\"","\" Some-college\"","\" Husband\"","\" White\"","\" Tech-support\"",18,"\" United-States\"","\" >50K\""
35,"\" Private\"","\" Never-married\"","\" Some-college\"","\" Not-in-family\"","\" Amer-Indian-Eskimo\"","\" Sales\"",40,"\" United-States\"","\" <=50K\""
35,"\" Private\"","\" Never-married\"","\" Some-college\"","\" Not-in-family\"","\" White\"","\" Exec-managerial\"",40,"\" United-States\"","\" <=50K\""
35,"\" Private\"","\" Never-married\"","\" Some-college\"","\" Not-in-family\"","\" White\"","\" Sales\"",40,"\" United-States\"","\" <=50K\""
35,"\" Private\"","\" Never-married\"","\" Some-college\"","\" Not-in-family\"","\" White\"","\" Sales\"",40,"\" United-States\"","\" <=50K\""
35,"\" Private\"","\" Never-married\"","\" Some-college\"","\" Unmarried\"","\" White\"","\" Tech-support\"",40,"\" United-States\"","\" <=50K\""
24,"\" Private\"","\" Married-civ-spouse\"","\" Some-college\"","\" Husband\"","\" White\"","\" Machine-op-inspct\"",40,"\" United-States\"","\" <=50K\""
24,"\" Private\"","\" Married-civ-spouse\"","\" Some-college\"","\" Wife\"","\" White\"","\" Machine-op-inspct\"",48,"\" United-States\"","\" >50K\""
24,"\" Private\"","\" Married-civ-spouse\"","\" Some-college\"","\" Wife\"","\" Asian-Pac-Islander\"","\" Adm-clerical\"",40,"\" Laos\"","\" <=50K\""
24,"\" Private\"","\" Married-civ-spouse\"","\" Some-college\"","\" Husband\"","\" White\"","\" Transport-moving\"",70,"\" United-States\"","\" >50K\""
24,"\" Private\"","\" Married-civ-spouse\"","\" Some-college\"","\" Husband\"","\" White\"","\" Handlers-cleaners\"",40,"\" United-States\"","\" <=50K\""
22,"\" ?\"","\" Never-married\"","\" Some-college\"","\" Own-child\"","\" White\"","\" ?\"",8,"\" United-States\"","\" <=50K\""
22,"\" ?\"","\" Never-married\"","\" Some-college\"","\" Own-child\"","\" White\"","\" ?\"",30,"\" United-States\"","\" <=50K\""
22,"\" ?\"","\" Never-married\"","\" Some-college\"","\" Own-child\"","\" White\"","\" ?\"",40,"\" United-States\"","\" <=50K\""
22,"\" ?\"","\" Never-married\"","\" Some-college\"","\" Own-child\"","\" Black\"","\" ?\"",40,"\" United-States\"","\" <=50K\""
22,"\" ?\"","\" Never-married\"","\" Some-college\"","\" Own-child\"","\" White\"","\" ?\"",30,"\" United-States\"","\" <=50K\""
22,"\" ?\"","\" Never-married\"","\" Some-college\"","\" Own-child\"","\" White\"","\" ?\"",36,"\" United-States\"","\" <=50K\""
22,"\" Private\"","\" Never-married\"","\" Some-college\"","\" Not-in-family\"","\" White\"","\" Sales\"",42,"\" United-States\"","\" <=50K\""
22,"\" Private\"","\" Never-married\"","\" Some-college\"","\" Own-child\"","\" White\"","\" Sales\"",15,"\" United-States\"","\" <=50K\""
22,"\" Private\"","\" Never-married\"","\" Some-college\"","\" Own-child\"","\" White\"","\" Handlers-cleaners\"",30,"\" United-States\"","\" <=50K\""
22,"\" Private\"","\" Never-married\"","\" Some-college\"","\" Own-child\"","\" White\"","\" Sales\"",15,"\" United-States\"","\" <=50K\""
22,"\" Private\"","\" Never-married\"","\" Some-college\"","\" Other-relative\"","\" Black\"","\" Other-service\"",20,"\" United-States\"","\" <=50K\""
22,"\" Private\"","\" Never-married\"","\" Some-college\"","\" Own-child\"","\" White\"","\" Adm-clerical\"",40,"\" United-States\"","\" <=50K\""
22,"\" Private\"","\" Never-married\"","\" Some-college\"","\" Not-in-family\"","\" White\"","\" Transport-moving\"",40,"\" United-States\"","\" <=50K\""
22,"\" Private\"","\" Never-married\"","\" Some-college\"","\" Own-child\"","\" White\"","\" Handlers-cleaners\"",36,"\" United-States\"","\" <=50K\""
22,"\" Private\"","\" Never-married\"","\" Some-college\"","\" Not-in-family\"","\" White\"","\" Adm-clerical\"",20,"\" United-States\"","\" <=50K\""
22,"\" Private\"","\" Never-married\"","\" Some-college\"","\" Own-child\"","\" Black\"","\" Other-service\"",15,"\" United-States\"","\" <=50K\""
22,"\" Private\"","\" Never-married\"","\" Some-college\"","\" Not-in-family\"","\" White\"","\" Adm-clerical\"",40,"\" United-States\"","\" <=50K\""
36,"\" Private\"","\" Married-civ-spouse\"","\" Some-college\"","\" Husband\"","\" White\"","\" Craft-repair\"",40,"\" United-States\"","\" <=50K\""
36,"\" Private\"","\" Married-civ-spouse\"","\" Some-college\"","\" Husband\"","\" White\"","\" Sales\"",50,"\" United-States\"","\" >50K\""
36,"\" Private\"","\" Married-civ-spouse\"","\" Some-college\"","\" Husband\"","\" White\"","\" Craft-repair\"",44,"\" United-States\"","\" >50K\""
36,"\" Private\"","\" Married-civ-spouse\"","\" Some-college\"","\" Husband\"","\" White\"","\" Exec-managerial\"",40,"\" United-States\"","\" >50K\""
36,"\" Private\"","\" Married-civ-spouse\"","\" Some-college\"","\" Husband\"","\" White\"","\" Adm-clerical\"",52,"\" United-States\"","\" <=50K\""
42,"\" Private\"","\" Married-civ-spouse\"","\" Some-college\"","\" Husband\"","\" White\"","\" Prof-specialty\"",44,"\" United-States\"","\" >50K\""
42,"\" Private\"","\" Married-civ-spouse\"","\" Some-college\"","\" Husband\"","\" White\"","\" Exec-managerial\"",52,"\" United-States\"","\" >50K\""
42,"\" Private\"","\" Married-civ-spouse\"","\" Some-college\"","\" Husband\"","\" White\"","\" Prof-specialty\"",50,"\" United-States\"","\" <=50K\""
42,"\" Private\"","\" Married-civ-spouse\"","\" Some-college\"","\" Husband\"","\" White\"","\" Craft-repair\"",40,"\" United-States\"","\" <=50K\""
42,"\" Private\"","\" Married-civ-spouse\"","\" Some-college\"","\" Wife\"","\" White\"","\" Prof-specialty\"",50,"\" United-States\"","\" >50K\""
35,"\" Private\"","\" Married-civ-spouse\"","\" Some-college\"","\" Husband\"","\" White\"","\" Craft-repair\"",40,"\" United-States\"","\" <=50K\""
35,"\" Private\"","\" Married-civ-spouse\"","\" Some-college\"","\" Husband\"","\" White\"","\" Craft-repair\"",50,"\" United-States\"","\" <=50K\""
35,"\" Private\"","\" Married-civ-spouse\"","\" Some-college\"","\" Husband\"","\" White\"","\" Handlers-cleaners\"",40,"\" United-States\"","\" <=50K\""
35,"\" Private\"","\" Married-civ-spouse\"","\" Some-college\"","\" Husband\"","\" White\"","\" Craft-repair\"",45,"\" United-States\"","\" <=50K\""
35,"\" Private\"","\" Married-civ-spouse\"","\" Some-college\"","\" Husband\"","\" White\"","\" Handlers-cleaners\"",40,"\" United-States\"","\" <=50K\""
35,"\" Private\"","\" Married-civ-spouse\"","\" Some-college\"","\" Husband\"","\" Asian-Pac-Islander\"","\" Transport-moving\"",40,"\" ?\"","\" <=50K\""
38,"\" Private\"","\" Divorced\"","\" Some-college\"","\" Not-in-family\"","\" White\"","\" Craft-repair\"",40,"\" Iran\"","\" <=50K\""
38,"\" Private\"","\" Divorced\"","\" Some-college\"","\" Not-in-family\"","\" Black\"","\" Machine-op-inspct\"",28,"\" United-States\"","\" <=50K\""
38,"\" Private\"","\" Divorced\"","\" Some-college\"","\" Not-in-family\"","\" White\"","\" Craft-repair\"",40,"\" United-States\"","\" <=50K\""
38,"\" Private\"","\" Divorced\"","\" Some-college\"","\" Not-in-family\"","\" White\"","\" Craft-repair\"",44,"\" United-States\"","\" <=50K\""
38,"\" Private\"","\" Divorced\"","\" Some-college\"","\" Unmarried\"","\" White\"","\" Adm-clerical\"",40,"\" United-States\"","\" <=50K\""
24,"\" Private\"","\" Never-married\"","\" Some-college\"","\" Not-in-family\"","\" White\"","\" Tech-support\"",37,"\" United-States\"","\" <=50K\""
24,"\" Private\"","\" Never-married\"","\" Some-college\"","\" Not-in-family\"","\" White\"","\" Machine-op-inspct\"",40,"\" United-States\"","\" <=50K\""
24,"\" Private\"","\" Never-married\"","\" Some-college\"","\" Own-child\"","\" Black\"","\" Machine-op-inspct\"",45,"\" United-States\"","\" <=50K\""
24,"\" Private\"","\" Never-married\"","\" Some-college\"","\" Not-in-family\"","\" White\"","\" Sales\"",15,"\" United-States\"","\" <=50K\""
24,"\" Private\"","\" Never-married\"","\" Some-college\"","\" Own-child\"","\" White\"","\" Transport-moving\"",50,"\" United-States\"","\" <=50K\""
24,"\" Private\"","\" Never-married\"","\" Some-college\"","\" Own-child\"","\" White\"","\" Adm-clerical\"",40,"\" United-States\"","\" <=50K\""
24,"\" Private\"","\" Never-married\"","\" Some-college\"","\" Not-in-family\"","\" White\"","\" Adm-clerical\"",40,"\" United-States\"","\" <=50K\""
24,"\" Private\"","\" Never-married\"","\" Some-college\"","\" Own-child\"","\" White\"","\" Other-service\"",30,"\" United-States\"","\" <=50K\""
24,"\" Private\"","\" Never-married\"","\" Some-college\"","\" Not-in-family\"","\" White\"","\" Craft-repair\"",40,"\" United-States\"","\" <=50K\""
24,"\" Private\"","\" Never-married\"","\" Some-college\"","\" Unmarried\"","\" White\"","\" Sales\"",50,"\" Mexico\"","\" <=50K\""
32,"\" Private\"","\" Married-civ-spouse\"","\" Some-college\"","\" Husband\"","\" White\"","\" Exec-managerial\"",50,"\" United-States\"","\" <=50K\""
32,"\" Private\"","\" Married-civ-spouse\"","\" Some-college\"","\" Husband\"","\" White\"","\" Adm-clerical\"",40,"\" Mexico\"","\" <=50K\""
32,"\" Private\"","\" Married-civ-spouse\"","\" Some-college\"","\" Husband\"","\" White\"","\" Exec-managerial\"",60,"\" United-States\"","\" >50K\""
32,"\" Private\"","\" Married-civ-spouse\"","\" Some-college\"","\" Husband\"","\" White\"","\" Handlers-cleaners\"",50,"\" Canada\"","\" >50K\""
32,"\" Private\"","\" Married-civ-spouse\"","\" Some-college\"","\" Husband\"","\" White\"","\" Sales\"",48,"\" United-States\"","\" <=50K\""
32,"\" Private\"","\" Married-civ-spouse\"","\" Some-college\"","\" Husband\"","\" White\"","\" Exec-managerial\"",40,"\" United-States\"","\" >50K\""
19,"\" Private\"","\" Never-married\"","\" Some-college\"","\" Own-child\"","\" White\"","\" Other-service\"",20,"\" United-States\"","\" <=50K\""
19,"\" Private\"","\" Never-married\"","\" Some-college\"","\" Own-child\"","\" White\"","\" Other-service\"",25,"\" United-States\"","\" <=50K\""
19,"\" Private\"","\" Never-married\"","\" Some-college\"","\" Own-child\"","\" White\"","\" Prof-specialty\"",32,"\" United-States\"","\" <=50K\""
