age,job,marital,edu,social,race,position,county,country,salary
22,"\" Private\"","\" Never-married\"","\" HS-grad\"","\" Not-in-family\"","\" White\"","\" Other-service\"",45,"\" United-States\"","\" <=50K\""
22,"\" Private\"","\" Never-married\"","\" HS-grad\"","\" Own-child\"","\" White\"","\" Craft-repair\"",55,"\" United-States\"","\" <=50K\""
22,"\" Private\"","\" Never-married\"","\" HS-grad\"","\" Own-child\"","\" Black\"","\" Transport-moving\"",40,"\" United-States\"","\" <=50K\""
22,"\" Private\"","\" Never-married\"","\" HS-grad\"","\" Not-in-family\"","\" White\"","\" Other-service\"",24,"\" United-States\"","\" <=50K\""
22,"\" Private\"","\" Never-married\"","\" HS-grad\"","\" Own-child\"","\" White\"","\" Exec-managerial\"",20,"\" United-States\"","\" <=50K\""
22,"\" Private\"","\" Never-married\"","\" HS-grad\"","\" Own-child\"","\" Black\"","\" Handlers-cleaners\"",40,"\" United-States\"","\" <=50K\""
18,"\" Private\"","\" Never-married\"","\" HS-grad\"","\" Not-in-family\"","\" White\"","\" Other-service\"",45,"\" United-States\"","\" <=50K\""
18,"\" Private\"","\" Never-married\"","\" HS-grad\"","\" Own-child\"","\" White\"","\" Other-service\"",20,"\" United-States\"","\" <=50K\""
18,"\" Private\"","\" Never-married\"","\" HS-grad\"","\" Own-child\"","\" White\"","\" Machine-op-inspct\"",40,"\" Dominican-Republic\"","\" <=50K\""
18,"\" Private\"","\" Never-married\"","\" HS-grad\"","\" Own-child\"","\" White\"","\" Other-service\"",30,"\" ?\"","\" <=50K\""
18,"\" Private\"","\" Never-married\"","\" HS-grad\"","\" Not-in-family\"","\" White\"","\" Sales\"",30,"\" United-States\"","\" <=50K\""
18,"\" Private\"","\" Never-married\"","\" HS-grad\"","\" Own-child\"","\" White\"","\" Other-service\"",12,"\" United-States\"","\" <=50K\""
18,"\" Private\"","\" Never-married\"","\" HS-grad\"","\" Own-child\"","\" White\"","\" Sales\"",40,"\" United-States\"","\" <=50K\""
18,"\" Private\"","\" Never-married\"","\" HS-grad\"","\" Own-child\"","\" White\"","\" Other-service\"",8,"\" United-States\"","\" <=50K\""
18,"\" Private\"","\" Never-married\"","\" HS-grad\"","\" Own-child\"","\" White\"","\" Handlers-cleaners\"",15,"\" United-States\"","\" <=50K\""
24,"\" Private\"","\" Never-married\"","\" HS-grad\"","\" Unmarried\"","\" Black\"","\" Handlers-cleaners\"",40,"\" United-States\"","\" <=50K\""
24,"\" Private\"","\" Never-married\"","\" HS-grad\"","\" Own-child\"","\" White\"","\" Craft-repair\"",40,"\" United-States\"","\" <=50K\""
24,"\" Private\"","\" Never-married\"","\" HS-grad\"","\" Not-in-family\"","\" White\"","\" Craft-repair\"",40,"\" United-States\"","\" <=50K\""
24,"\" Private\"","\" Never-married\"","\" HS-grad\"","\" Other-relative\"","\" White\"","\" Exec-managerial\"",50,"\" United-States\"","\" <=50K\""
24,"\" Private\"","\" Never-married\"","\" HS-grad\"","\" Own-child\"","\" Black\"","\" Other-service\"",30,"\" United-States\"","\" <=50K\""
24,"\" Private\"","\" Never-married\"","\" HS-grad\"","\" Not-in-family\"","\" White\"","\" Other-service\"",40,"\" United-States\"","\" <=50K\""
24,"\" Private\"","\" Never-married\"","\" HS-grad\"","\" Own-child\"","\" White\"","\" Craft-repair\"",40,"\" United-States\"","\" <=50K\""
24,"\" Private\"","\" Never-married\"","\" HS-grad\"","\" Unmarried\"","\" Black\"","\" Handlers-cleaners\"",40,"\" United-States\"","\" <=50K\""
24,"\" Private\"","\" Never-married\"","\" HS-grad\"","\" Unmarried\"","\" White\"","\" Other-service\"",40,"\" El-Salvador\"","\" <=50K\""
24,"\" Private\"","\" Never-married\"","\" HS-grad\"","\" Own-child\"","\" White\"","\" Sales\"",45,"\" United-States\"","\" <=50K\""
24,"\" Private\"","\" Never-married\"","\" HS-grad\"","\" Not-in-family\"","\" White\"","\" Adm-clerical\"",40,"\" United-States\"","\" <=50K\""
24,"\" Private\"","\" Never-married\"","\" HS-grad\"","\" Own-child\"","\" White\"","\" Machine-op-inspct\"",40,"\" United-States\"","\" <=50K\""
24,"\" Private\"","\" Never-married\"","\" HS-grad\"","\" Own-child\"","\" Black\"","\" Sales\"",20,"\" United-States\"","\" <=50K\""
24,"\" Private\"","\" Never-married\"","\" HS-grad\"","\" Other-relative\"","\" Black\"","\" Handlers-cleaners\"",40,"\" United-States\"","\" <=50K\""
31,"\" Private\"","\" Married-civ-spouse\"","\" HS-grad\"","\" Husband\"","\" White\"","\" Other-service\"",40,"\" Mexico\"","\" <=50K\""
31,"\" Private\"","\" Married-civ-spouse\"","\" HS-grad\"","\" Husband\"","\" White\"","\" Transport-moving\"",45,"\" United-States\"","\" >50K\""
31,"\" Private\"","\" Married-civ-spouse\"","\" HS-grad\"","\" Husband\"","\" White\"","\" Other-service\"",40,"\" Mexico\"","\" >50K\""
31,"\" Private\"","\" Married-civ-spouse\"","\" HS-grad\"","\" Husband\"","\" White\"","\" Craft-repair\"",50,"\" United-States\"","\" <=50K\""
31,"\" Private\"","\" Married-civ-spouse\"","\" HS-grad\"","\" Husband\"","\" Black\"","\" Machine-op-inspct\"",40,"\" United-States\"","\" <=50K\""
49,"\" Private\"","\" Married-civ-spouse\"","\" HS-grad\"","\" Husband\"","\" White\"","\" Craft-repair\"",40,"\" United-States\"","\" <=50K\""
49,"\" Private\"","\" Married-civ-spouse\"","\" HS-grad\"","\" Husband\"","\" White\"","\" Craft-repair\"",40,"\" United-States\"","\" <=50K\""
49,"\" Private\"","\" Married-civ-spouse\"","\" HS-grad\"","\" Husband\"","\" White\"","\" Sales\"",60,"\" United-States\"","\" >50K\""
49,"\" Private\"","\" Married-civ-spouse\"","\" HS-grad\"","\" Wife\"","\" White\"","\" Craft-repair\"",40,"\" United-States\"","\" >50K\""
49,"\" Private\"","\" Married-civ-spouse\"","\" HS-grad\"","\" Wife\"","\" Black\"","\" Machine-op-inspct\"",40,"\" United-States\"","\" <=50K\""
49,"\" Private\"","\" Married-civ-spouse\"","\" HS-grad\"","\" Wife\"","\" White\"","\" Exec-managerial\"",43,"\" United-States\"","\" <=50K\""
49,"\" Private\"","\" Married-civ-spouse\"","\" HS-grad\"","\" Wife\"","\" Black\"","\" Other-service\"",40,"\" United-States\"","\" >50K\""
49,"\" Private\"","\" Married-civ-spouse\"","\" HS-grad\"","\" Husband\"","\" White\"","\" Sales\"",40,"\" United-States\"","\" >50K\""
32,"\" Private\"","\" Married-civ-spouse\"","\" HS-grad\"","\" Husband\"","\" White\"","\" Craft-repair\"",48,"\" United-States\"","\" >50K\""
32,"\" Private\"","\" Married-civ-spouse\"","\" HS-grad\"","\" Husband\"","\" White\"","\" Exec-managerial\"",60,"\" United-States\"","\" <=50K\""
32,"\" Private\"","\" Married-civ-spouse\"","\" HS-grad\"","\" Husband\"","\" White\"","\" Machine-op-inspct\"",40,"\" United-States\"","\" <=50K\""
32,"\" Private\"","\" Married-civ-spouse\"","\" HS-grad\"","\" Husband\"","\" White\"","\" Protective-serv\"",40,"\" United-States\"","\" <=50K\""
32,"\" Private\"","\" Married-civ-spouse\"","\" HS-grad\"","\" Husband\"","\" White\"","\" Adm-clerical\"",40,"\" United-States\"","\" <=50K\""
32,"\" Private\"","\" Married-civ-spouse\"","\" HS-grad\"","\" Husband\"","\" White\"","\" Transport-moving\"",40,"\" United-States\"","\" <=50K\""
32,"\" Private\"","\" Married-civ-spouse\"","\" HS-grad\"","\" Husband\"","\" White\"","\" Sales\"",49,"\" United-States\"","\" <=50K\""
38,"\" Private\"","\" Divorced\"","\" HS-grad\"","\" Own-child\"","\" White\"","\" Craft-repair\"",28,"\" United-States\"","\" <=50K\""
38,"\" Private\"","\" Divorced\"","\" HS-grad\"","\" Not-in-family\"","\" White\"","\" Handlers-cleaners\"",40,"\" United-States\"","\" <=50K\""
38,"\" Private\"","\" Divorced\"","\" HS-grad\"","\" Not-in-family\"","\" White\"","\" Sales\"",80,"\" United-States\"","\" <=50K\""
38,"\" Private\"","\" Divorced\"","\" HS-grad\"","\" Unmarried\"","\" White\"","\" Craft-repair\"",40,"\" United-States\"","\" <=50K\""
38,"\" Private\"","\" Divorced\"","\" HS-grad\"","\" Not-in-family\"","\" White\"","\" Exec-managerial\"",50,"\" United-States\"","\" <=50K\""
38,"\" Private\"","\" Divorced\"","\" HS-grad\"","\" Unmarried\"","\" White\"","\" Other-service\"",48,"\" United-States\"","\" <=50K\""
38,"\" Private\"","\" Divorced\"","\" HS-grad\"","\" Not-in-family\"","\" White\"","\" Transport-moving\"",60,"\" United-States\"","\" <=50K\""
43,"\" Private\"","\" Married-civ-spouse\"","\" HS-grad\"","\" Husband\"","\" White\"","\" Machine-op-inspct\"",40,"\" United-States\"","\" >50K\""
43,"\" Private\"","\" Married-civ-spouse\"","\" HS-grad\"","\" Husband\"","\" White\"","\" Farming-fishing\"",40,"\" Mexico\"","\" <=50K\""
43,"\" Private\"","\" Married-civ-spouse\"","\" HS-grad\"","\" Husband\"","\" White\"","\" Craft-repair\"",45,"\" United-States\"","\" <=50K\""
43,"\" Private\"","\" Married-civ-spouse\"","\" HS-grad\"","\" Husband\"","\" Black\"","\" Handlers-cleaners\"",40,"\" United-States\"","\" <=50K\""
43,"\" Private\"","\" Married-civ-spouse\"","\" HS-grad\"","\" Husband\"","\" White\"","\" Sales\"",45,"\" United-States\"","\" <=50K\""
43,"\" Private\"","\" Married-civ-spouse\"","\" HS-grad\"","\" Husband\"","\" White\"","\" Machine-op-inspct\"",40,"\" United-States\"","\" <=50K\""
31,"\" Private\"","\" Never-married\"","\" HS-grad\"","\" Not-in-family\"","\" White\"","\" Craft-repair\"",45,"\" United-States\"","\" <=50K\""
31,"\" Private\"","\" Never-married\"","\" HS-grad\"","\" Own-child\"","\" White\"","\" Craft-repair\"",18,"\" United-States\"","\" <=50K\""
31,"\" Private\"","\" Never-married\"","\" HS-grad\"","\" Own-child\"","\" White\"","\" Other-service\"",16,"\" United-States\"","\" <=50K\""
31,"\" Private\"","\" Never-married\"","\" HS-grad\"","\" Unmarried\"","\" White\"","\" Other-service\"",40,"\" Mexico\"","\" <=50K\""
31,"\" Private\"","\" Never-married\"","\" HS-grad\"","\" Own-child\"","\" White\"","\" Other-service\"",30,"\" United-States\"","\" <=50K\""
31,"\" Private\"","\" Never-married\"","\" HS-grad\"","\" Not-in-family\"","\" White\"","\" Sales\"",45,"\" United-States\"","\" <=50K\""
31,"\" Private\"","\" Never-married\"","\" HS-grad\"","\" Unmarried\"","\" Black\"","\" Transport-moving\"",30,"\" United-States\"","\" <=50K\""
31,"\" Private\"","\" Never-married\"","\" HS-grad\"","\" Own-child\"","\" Black\"","\" Adm-clerical\"",40,"\" United-States\"","\" <=50K\""
31,"\" Private\"","\" Never-married\"","\" HS-grad\"","\" Not-in-family\"","\" White\"","\" Transport-moving\"",50,"\" United-States\"","\" <=50K\""
31,"\" Private\"","\" Never-married\"","\" HS-grad\"","\" Not-in-family\"","\" White\"","\" Adm-clerical\"",40,"\" United-States\"","\" <=50K\""
31,"\" Private\"","\" Never-married\"","\" HS-grad\"","\" Not-in-family\"","\" Other\"","\" Other-service\"",35,"\" United-States\"","\" <=50K\""
37,"\" Private\"","\" Married-civ-spouse\"","\" HS-grad\"","\" Husband\"","\" White\"","\" Machine-op-inspct\"",40,"\" United-States\"","\" <=50K\""
37,"\" Private\"","\" Married-civ-spouse\"","\" HS-grad\"","\" Husband\"","\" White\"","\" Craft-repair\"",99,"\" United-States\"","\" >50K\""
37,"\" Private\"","\" Married-civ-spouse\"","\" HS-grad\"","\" Husband\"","\" White\"","\" Craft-repair\"",40,"\" United-States\"","\" <=50K\""
