marital,edu,age,social,race,position,county,country,salary
"\" Divorced\"","\" Bachelors\"",[25 - 40[,"\" Not-in-family\"","\" White\"","\" Sales\"",40,"\" United-States\"","\" <=50K\""
"\" Divorced\"","\" Bachelors\"",[25 - 40[,"\" Not-in-family\"","\" White\"","\" Adm-clerical\"",40,"\" United-States\"","\" <=50K\""
"\" Divorced\"","\" Bachelors\"",[25 - 40[,"\" Unmarried\"","\" White\"","\" Exec-managerial\"",40,"\" United-States\"","\" >50K\""
"\" Divorced\"","\" Bachelors\"",[40 - 45[,"\" Not-in-family\"","\" White\"","\" Sales\"",65,"\" United-States\"","\" <=50K\""
"\" Divorced\"","\" Bachelors\"",[40 - 45[,"\" Not-in-family\"","\" White\"","\" Exec-managerial\"",45,"\" United-States\"","\" >50K\""
"\" Divorced\"","\" Bachelors\"",[40 - 45[,"\" Unmarried\"","\" White\"","\" Exec-managerial\"",48,"\" United-States\"","\" <=50K\""
"\" Divorced\"","\" Bachelors\"",[40 - 45[,"\" Not-in-family\"","\" White\"","\" Prof-specialty\"",42,"\" United-States\"","\" <=50K\""
"\" Divorced\"","\" Bachelors\"",[40 - 45[,"\" Unmarried\"","\" White\"","\" Exec-managerial\"",40,"\" Canada\"","\" <=50K\""
"\" Divorced\"","\" Bachelors\"",[40 - 45[,"\" Not-in-family\"","\" White\"","\" Sales\"",48,"\" United-States\"","\" >50K\""
"\" Divorced\"","\" Bachelors\"",[40 - 45[,"\" Not-in-family\"","\" White\"","\" Craft-repair\"",35,"\" United-States\"","\" <=50K\""
"\" Divorced\"","\" Bachelors\"",[40 - 45[,"\" Not-in-family\"","\" White\"","\" Exec-managerial\"",70,"\" United-States\"","\" <=50K\""
"\" Divorced\"","\" Bachelors\"",[40 - 45[,"\" Not-in-family\"","\" White\"","\" Exec-managerial\"",45,"\" United-States\"","\" <=50K\""
"\" Divorced\"","\" Bachelors\"",[45 - 75[,"\" Unmarried\"","\" White\"","\" Adm-clerical\"",45,"\" United-States\"","\" <=50K\""
"\" Divorced\"","\" Bachelors\"",[45 - 75[,"\" Not-in-family\"","\" White\"","\" Prof-specialty\"",50,"\" United-States\"","\" >50K\""
"\" Divorced\"","\" Bachelors\"",[45 - 75[,"\" Unmarried\"","\" White\"","\" Adm-clerical\"",40,"\" United-States\"","\" <=50K\""
"\" Divorced\"","\" Bachelors\"",[45 - 75[,"\" Own-child\"","\" White\"","\" Tech-support\"",16,"\" United-States\"","\" <=50K\""
"\" Divorced\"","\" Bachelors\"",[45 - 75[,"\" Own-child\"","\" White\"","\" Prof-specialty\"",40,"\" United-States\"","\" <=50K\""
"\" Divorced\"","\" Bachelors\"",[45 - 75[,"\" Not-in-family\"","\" White\"","\" Exec-managerial\"",45,"\" United-States\"","\" >50K\""
"\" Divorced\"","\" Bachelors\"",[45 - 75[,"\" Not-in-family\"","\" White\"","\" Sales\"",40,"\" United-States\"","\" <=50K\""
"\" Divorced\"","\" Bachelors\"",[45 - 75[,"\" Not-in-family\"","\" White\"","\" Exec-managerial\"",45,"\" United-States\"","\" >50K\""
"\" Never-married\"","\" Bachelors\"",[20 - 40[,"\" Not-in-family\"","\" White\"","\" Adm-clerical\"",38,"\" United-States\"","\" <=50K\""
"\" Never-married\"","\" Bachelors\"",[20 - 40[,"\" Not-in-family\"","\" White\"","\" Adm-clerical\"",65,"\" United-States\"","\" <=50K\""
"\" Never-married\"","\" Bachelors\"",[20 - 40[,"\" Not-in-family\"","\" White\"","\" Prof-specialty\"",20,"\" United-States\"","\" <=50K\""
"\" Never-married\"","\" Bachelors\"",[20 - 40[,"\" Not-in-family\"","\" White\"","\" Adm-clerical\"",40,"\" United-States\"","\" <=50K\""
"\" Never-married\"","\" Bachelors\"",[20 - 40[,"\" Not-in-family\"","\" White\"","\" Adm-clerical\"",37,"\" United-States\"","\" <=50K\""
"\" Never-married\"","\" Bachelors\"",[20 - 40[,"\" Not-in-family\"","\" White\"","\" Tech-support\"",20,"\" United-States\"","\" <=50K\""
"\" Never-married\"","\" Bachelors\"",[20 - 40[,"\" Not-in-family\"","\" White\"","\" Tech-support\"",22,"\" United-States\"","\" <=50K\""
"\" Married-civ-spouse\"","\" Bachelors\"",[30 - 40[,"\" Husband\"","\" White\"","\" Exec-managerial\"",40,"\" England\"","\" >50K\""
"\" Married-civ-spouse\"","\" Bachelors\"",[30 - 40[,"\" Husband\"","\" White\"","\" Tech-support\"",40,"\" United-States\"","\" <=50K\""
"\" Married-civ-spouse\"","\" Bachelors\"",[30 - 40[,"\" Husband\"","\" White\"","\" Sales\"",50,"\" United-States\"","\" >50K\""
"\" Married-civ-spouse\"","\" Bachelors\"",[30 - 40[,"\" Wife\"","\" White\"","\" Exec-managerial\"",45,"\" United-States\"","\" >50K\""
"\" Married-civ-spouse\"","\" Bachelors\"",[30 - 40[,"\" Husband\"","\" White\"","\" Sales\"",60,"\" United-States\"","\" >50K\""
"\" Married-civ-spouse\"","\" Bachelors\"",[30 - 40[,"\" Husband\"","\" White\"","\" Sales\"",50,"\" United-States\"","\" >50K\""
"\" Married-civ-spouse\"","\" Bachelors\"",[30 - 40[,"\" Husband\"","\" White\"","\" Exec-managerial\"",52,"\" United-States\"","\" >50K\""
"\" Married-civ-spouse\"","\" Bachelors\"",[30 - 40[,"\" Husband\"","\" White\"","\" Exec-managerial\"",55,"\" United-States\"","\" >50K\""
"\" Married-civ-spouse\"","\" Bachelors\"",[30 - 40[,"\" Husband\"","\" White\"","\" Machine-op-inspct\"",60,"\" United-States\"","\" >50K\""
"\" Married-civ-spouse\"","\" Bachelors\"",[40 - 50[,"\" Husband\"","\" White\"","\" Farming-fishing\"",35,"\" United-States\"","\" >50K\""
"\" Married-civ-spouse\"","\" Bachelors\"",[40 - 50[,"\" Husband\"","\" White\"","\" Exec-managerial\"",80,"\" United-States\"","\" >50K\""
"\" Married-civ-spouse\"","\" Bachelors\"",[40 - 50[,"\" Husband\"","\" White\"","\" Exec-managerial\"",50,"\" Germany\"","\" >50K\""
"\" Married-civ-spouse\"","\" Bachelors\"",[40 - 50[,"\" Husband\"","\" White\"","\" Craft-repair\"",50,"\" United-States\"","\" >50K\""
"\" Married-civ-spouse\"","\" Bachelors\"",[40 - 50[,"\" Husband\"","\" White\"","\" Machine-op-inspct\"",30,"\" United-States\"","\" <=50K\""
"\" Married-civ-spouse\"","\" Bachelors\"",[50 - 70[,"\" Husband\"","\" White\"","\" Sales\"",52,"\" United-States\"","\" <=50K\""
"\" Married-civ-spouse\"","\" Bachelors\"",[50 - 70[,"\" Husband\"","\" White\"","\" Exec-managerial\"",80,"\" United-States\"","\" >50K\""
"\" Married-civ-spouse\"","\" Bachelors\"",[50 - 70[,"\" Husband\"","\" White\"","\" Prof-specialty\"",35,"\" United-States\"","\" >50K\""
"\" Married-civ-spouse\"","\" Bachelors\"",[50 - 70[,"\" Husband\"","\" White\"","\" Exec-managerial\"",50,"\" United-States\"","\" >50K\""
"\" Married-civ-spouse\"","\" Bachelors\"",[50 - 70[,"\" Husband\"","\" White\"","\" Sales\"",55,"\" United-States\"","\" <=50K\""
"\" Married-civ-spouse\"","\" Bachelors\"",[50 - 70[,"\" Husband\"","\" White\"","\" Prof-specialty\"",60,"\" United-States\"","\" >50K\""
"\" Married-civ-spouse\"","\" Bachelors\"",[50 - 70[,"\" Husband\"","\" White\"","\" Exec-managerial\"",50,"\" United-States\"","\" >50K\""
"\" Married-civ-spouse\"","\" Bachelors\"",[50 - 70[,"\" Husband\"","\" White\"","\" Sales\"",60,"\" United-States\"","\" >50K\""
"\" Never-married\"","\" Bachelors\"",[20 - 45[,"\" Not-in-family\"","\" White\"","\" Tech-support\"",40,"\" United-States\"","\" <=50K\""
"\" Never-married\"","\" Bachelors\"",[20 - 45[,"\" Not-in-family\"","\" White\"","\" Sales\"",42,"\" United-States\"","\" <=50K\""
"\" Never-married\"","\" Bachelors\"",[20 - 45[,"\" Not-in-family\"","\" White\"","\" Sales\"",40,"\" United-States\"","\" <=50K\""
"\" Never-married\"","\" Bachelors\"",[20 - 45[,"\" Not-in-family\"","\" White\"","\" Sales\"",50,"\" United-States\"","\" >50K\""
"\" Never-married\"","\" Bachelors\"",[20 - 45[,"\" Own-child\"","\" Asian-Pac-Islander\"","\" Prof-specialty\"",20,"\" India\"","\" <=50K\""
"\" Never-married\"","\" Bachelors\"",[20 - 45[,"\" Not-in-family\"","\" White\"","\" Exec-managerial\"",40,"\" United-States\"","\" <=50K\""
"\" Separated\"","\" Bachelors\"",[30 - 45[,"\" Not-in-family\"","\" White\"","\" Sales\"",50,"\" United-States\"","\" <=50K\""
"\" Separated\"","\" Bachelors\"",[30 - 45[,"\" Own-child\"","\" Black\"","\" Sales\"",40,"\" United-States\"","\" <=50K\""
"\" Separated\"","\" Bachelors\"",[30 - 45[,"\" Unmarried\"","\" White\"","\" Prof-specialty\"",40,"\" United-States\"","\" <=50K\""
"\" Separated\"","\" Bachelors\"",[30 - 45[,"\" Not-in-family\"","\" White\"","\" Prof-specialty\"",40,"\" ?\"","\" <=50K\""
"\" Separated\"","\" Bachelors\"",[30 - 45[,"\" Other-relative\"","\" Black\"","\" Other-service\"",50,"\" United-States\"","\" <=50K\""
"\" Never-married\"","\" Bachelors\"",[20 - 30[,"\" Own-child\"","\" White\"","\" Prof-specialty\"",20,"\" United-States\"","\" <=50K\""
"\" Never-married\"","\" Bachelors\"",[20 - 30[,"\" Not-in-family\"","\" White\"","\" Prof-specialty\"",45,"\" United-States\"","\" <=50K\""
"\" Never-married\"","\" Bachelors\"",[20 - 30[,"\" Not-in-family\"","\" White\"","\" Prof-specialty\"",50,"\" United-States\"","\" <=50K\""
"\" Never-married\"","\" Bachelors\"",[20 - 30[,"\" Own-child\"","\" White\"","\" Prof-specialty\"",60,"\" United-States\"","\" <=50K\""
"\" Never-married\"","\" Bachelors\"",[20 - 30[,"\" Own-child\"","\" White\"","\" Prof-specialty\"",50,"\" United-States\"","\" <=50K\""
"\" Never-married\"","\" Bachelors\"",[20 - 30[,"\" Not-in-family\"","\" White\"","\" Prof-specialty\"",40,"\" United-States\"","\" <=50K\""
"\" Never-married\"","\" Bachelors\"",[20 - 30[,"\" Not-in-family\"","\" White\"","\" Prof-specialty\"",40,"\" United-States\"","\" <=50K\""
"\" Never-married\"","\" Bachelors\"",[20 - 30[,"\" Not-in-family\"","\" White\"","\" Prof-specialty\"",45,"\" United-States\"","\" <=50K\""
"\" Never-married\"","\" Bachelors\"",[20 - 30[,"\" Own-child\"","\" White\"","\" Prof-specialty\"",40,"\" United-States\"","\" <=50K\""
"\" Never-married\"","\" Bachelors\"",[20 - 30[,"\" Own-child\"","\" White\"","\" Prof-specialty\"",35,"\" United-States\"","\" <=50K\""
"\" Never-married\"","\" Bachelors\"",[20 - 30[,"\" Unmarried\"","\" Asian-Pac-Islander\"","\" Exec-managerial\"",40,"\" Vietnam\"","\" <=50K\""
"\" Never-married\"","\" Bachelors\"",[20 - 30[,"\" Not-in-family\"","\" White\"","\" Protective-serv\"",56,"\" United-States\"","\" <=50K\""
"\" Never-married\"","\" Bachelors\"",[30 - 60[,"\" Own-child\"","\" White\"","\" Prof-specialty\"",35,"\" United-States\"","\" <=50K\""
"\" Never-married\"","\" Bachelors\"",[30 - 60[,"\" Not-in-family\"","\" White\"","\" Prof-specialty\"",40,"\" United-States\"","\" <=50K\""
"\" Never-married\"","\" Bachelors\"",[30 - 60[,"\" Unmarried\"","\" White\"","\" Prof-specialty\"",40,"\" United-States\"","\" <=50K\""
"\" Never-married\"","\" Bachelors\"",[30 - 60[,"\" Not-in-family\"","\" White\"","\" Prof-specialty\"",50,"\" United-States\"","\" <=50K\""
"\" Never-married\"","\" Bachelors\"",[30 - 60[,"\" Own-child\"","\" White\"","\" Prof-specialty\"",40,"\" United-States\"","\" <=50K\""
"\" Never-married\"","\" Bachelors\"",[30 - 60[,"\" Not-in-family\"","\" White\"","\" Prof-specialty\"",55,"\" United-States\"","\" <=50K\""
"\" Never-married\"","\" Bachelors\"",[20 - 35[,"\" Not-in-family\"","\" Black\"","\" Exec-managerial\"",60,"\" United-States\"","\" >50K\""
"\" Never-married\"","\" Bachelors\"",[20 - 35[,"\" Not-in-family\"","\" White\"","\" Exec-managerial\"",45,"\" United-States\"","\" <=50K\""
"\" Never-married\"","\" Bachelors\"",[20 - 35[,"\" Not-in-family\"","\" Black\"","\" Sales\"",40,"\" United-States\"","\" <=50K\""
"\" Never-married\"","\" Bachelors\"",[20 - 35[,"\" Not-in-family\"","\" White\"","\" Prof-specialty\"",46,"\" United-States\"","\" <=50K\""
"\" Never-married\"","\" Bachelors\"",[20 - 35[,"\" Unmarried\"","\" Black\"","\" Exec-managerial\"",45,"\" United-States\"","\" <=50K\""
"\" Never-married\"","\" Bachelors\"",[20 - 35[,"\" Own-child\"","\" White\"","\" Exec-managerial\"",40,"\" United-States\"","\" <=50K\""
"\" Never-married\"","\" Bachelors\"",[20 - 35[,"\" Not-in-family\"","\" White\"","\" Sales\"",55,"\" United-States\"","\" >50K\""
"\" Never-married\"","\" Bachelors\"",[20 - 35[,"\" Not-in-family\"","\" White\"","\" Prof-specialty\"",40,"\" ?\"","\" >50K\""
"\" Never-married\"","\" Bachelors\"",[20 - 35[,"\" Not-in-family\"","\" White\"","\" Prof-specialty\"",40,"\" United-States\"","\" <=50K\""
"\" Never-married\"","\" Bachelors\"",[20 - 35[,"\" Not-in-family\"","\" White\"","\" Handlers-cleaners\"",40,"\" United-States\"","\" <=50K\""
"\" Never-married\"","\" Bachelors\"",[20 - 35[,"\" Not-in-family\"","\" White\"","\" Prof-specialty\"",40,"\" United-States\"","\" <=50K\""
"\" Never-married\"","\" Bachelors\"",[20 - 35[,"\" Not-in-family\"","\" White\"","\" Prof-specialty\"",40,"\" United-States\"","\" <=50K\""
"\" Never-married\"","\" Bachelors\"",[20 - 35[,"\" Not-in-family\"","\" White\"","\" Exec-managerial\"",35,"\" United-States\"","\" <=50K\""
"\" Never-married\"","\" Bachelors\"",[35 - 40[,"\" Other-relative\"","\" Asian-Pac-Islander\"","\" Exec-managerial\"",40,"\" Philippines\"","\" <=50K\""
"\" Never-married\"","\" Bachelors\"",[35 - 40[,"\" Not-in-family\"","\" White\"","\" Prof-specialty\"",45,"\" United-States\"","\" <=50K\""
"\" Never-married\"","\" Bachelors\"",[35 - 40[,"\" Own-child\"","\" White\"","\" Craft-repair\"",20,"\" United-States\"","\" <=50K\""
"\" Never-married\"","\" Bachelors\"",[35 - 40[,"\" Own-child\"","\" White\"","\" Adm-clerical\"",40,"\" United-States\"","\" <=50K\""
"\" Never-married\"","\" Bachelors\"",[35 - 40[,"\" Not-in-family\"","\" White\"","\" Other-service\"",38,"\" United-States\"","\" <=50K\""
"\" Never-married\"","\" Bachelors\"",[35 - 40[,"\" Not-in-family\"","\" White\"","\" Adm-clerical\"",40,"\" United-States\"","\" <=50K\""
"\" Never-married\"","\" Bachelors\"",[35 - 40[,"\" Not-in-family\"","\" White\"","\" Craft-repair\"",40,"\" United-States\"","\" <=50K\""
"\" Never-married\"","\" Bachelors\"",[35 - 40[,"\" Not-in-family\"","\" White\"","\" Sales\"",40,"\" United-States\"","\" <=50K\""
"\" Never-married\"","\" Bachelors\"",[35 - 40[,"\" Not-in-family\"","\" White\"","\" Tech-support\"",40,"\" United-States\"","\" <=50K\""
"\" Never-married\"","\" Bachelors\"",[35 - 40[,"\" Own-child\"","\" White\"","\" Prof-specialty\"",40,"\" United-States\"","\" <=50K\""
"\" Never-married\"","\" Bachelors\"",[40 - 45[,"\" Not-in-family\"","\" White\"","\" Adm-clerical\"",40,"\" United-States\"","\" <=50K\""
"\" Never-married\"","\" Bachelors\"",[40 - 45[,"\" Not-in-family\"","\" White\"","\" Prof-specialty\"",45,"\" United-States\"","\" <=50K\""
"\" Never-married\"","\" Bachelors\"",[40 - 45[,"\" Not-in-family\"","\" White\"","\" Exec-managerial\"",56,"\" United-States\"","\" >50K\""
"\" Never-married\"","\" Bachelors\"",[40 - 45[,"\" Not-in-family\"","\" White\"","\" Prof-specialty\"",40,"\" United-States\"","\" <=50K\""
"\" Never-married\"","\" Bachelors\"",[40 - 45[,"\" Not-in-family\"","\" Other\"","\" Sales\"",55,"\" United-States\"","\" >50K\""
"\" Never-married\"","\" Bachelors\"",[45 - 55[,"\" Not-in-family\"","\" White\"","\" Other-service\"",37,"\" United-States\"","\" <=50K\""
"\" Never-married\"","\" Bachelors\"",[45 - 55[,"\" Own-child\"","\" White\"","\" Prof-specialty\"",40,"\" United-States\"","\" <=50K\""
"\" Never-married\"","\" Bachelors\"",[45 - 55[,"\" Other-relative\"","\" White\"","\" Exec-managerial\"",45,"\" United-States\"","\" <=50K\""
"\" Never-married\"","\" Bachelors\"",[45 - 55[,"\" Not-in-family\"","\" White\"","\" Prof-specialty\"",40,"\" United-States\"","\" <=50K\""
"\" Never-married\"","\" Bachelors\"",[45 - 55[,"\" Not-in-family\"","\" White\"","\" Adm-clerical\"",50,"\" United-States\"","\" <=50K\""
"\" Never-married\"","\" Bachelors\"",[45 - 55[,"\" Own-child\"","\" White\"","\" Adm-clerical\"",40,"\" United-States\"","\" <=50K\""
"\" Never-married\"","\" Bachelors\"",[45 - 55[,"\" Not-in-family\"","\" White\"","\" Other-service\"",40,"\" United-States\"","\" >50K\""
"\" Married-civ-spouse\"","\" Bachelors\"",[40 - 60[,"\" Husband\"","\" White\"","\" Prof-specialty\"",40,"\" United-States\"","\" >50K\""
"\" Married-civ-spouse\"","\" Bachelors\"",[40 - 60[,"\" Husband\"","\" Asian-Pac-Islander\"","\" Adm-clerical\"",40,"\" Philippines\"","\" >50K\""
"\" Married-civ-spouse\"","\" Bachelors\"",[40 - 60[,"\" Husband\"","\" White\"","\" Exec-managerial\"",40,"\" United-States\"","\" <=50K\""
"\" Married-civ-spouse\"","\" Bachelors\"",[40 - 60[,"\" Husband\"","\" White\"","\" Tech-support\"",24,"\" United-States\"","\" <=50K\""
"\" Married-civ-spouse\"","\" Bachelors\"",[40 - 60[,"\" Husband\"","\" Black\"","\" Prof-specialty\"",40,"\" United-States\"","\" >50K\""
"\" Married-civ-spouse\"","\" Bachelors\"",[25 - 35[,"\" Husband\"","\" Asian-Pac-Islander\"","\" Sales\"",60,"\" South\"","\" <=50K\""
"\" Married-civ-spouse\"","\" Bachelors\"",[25 - 35[,"\" Husband\"","\" White\"","\" Exec-managerial\"",45,"\" United-States\"","\" >50K\""
"\" Married-civ-spouse\"","\" Bachelors\"",[25 - 35[,"\" Husband\"","\" White\"","\" Sales\"",70,"\" United-States\"","\" >50K\""
"\" Married-civ-spouse\"","\" Bachelors\"",[25 - 35[,"\" Husband\"","\" White\"","\" Exec-managerial\"",60,"\" United-States\"","\" >50K\""
"\" Married-civ-spouse\"","\" Bachelors\"",[25 - 35[,"\" Husband\"","\" White\"","\" Sales\"",40,"\" United-States\"","\" <=50K\""
"\" Married-civ-spouse\"","\" Bachelors\"",[25 - 35[,"\" Husband\"","\" White\"","\" Sales\"",60,"\" United-States\"","\" <=50K\""
"\" Married-civ-spouse\"","\" Bachelors\"",[35 - 45[,"\" Husband\"","\" White\"","\" Farming-fishing\"",45,"\" United-States\"","\" <=50K\""
"\" Married-civ-spouse\"","\" Bachelors\"",[35 - 45[,"\" Husband\"","\" White\"","\" Exec-managerial\"",13,"\" United-States\"","\" <=50K\""
"\" Married-civ-spouse\"","\" Bachelors\"",[35 - 45[,"\" Husband\"","\" White\"","\" Exec-managerial\"",10,"\" United-States\"","\" <=50K\""
"\" Married-civ-spouse\"","\" Bachelors\"",[35 - 45[,"\" Husband\"","\" White\"","\" Prof-specialty\"",45,"\" United-States\"","\" >50K\""
"\" Married-civ-spouse\"","\" Bachelors\"",[35 - 45[,"\" Husband\"","\" White\"","\" Exec-managerial\"",30,"\" United-States\"","\" <=50K\""
"\" Married-civ-spouse\"","\" Bachelors\"",[45 - 75[,"\" Husband\"","\" White\"","\" Sales\"",50,"\" United-States\"","\" >50K\""
"\" Married-civ-spouse\"","\" Bachelors\"",[45 - 75[,"\" Husband\"","\" White\"","\" Sales\"",40,"\" United-States\"","\" >50K\""
"\" Married-civ-spouse\"","\" Bachelors\"",[45 - 75[,"\" Husband\"","\" White\"","\" Exec-managerial\"",40,"\" United-States\"","\" >50K\""
"\" Married-civ-spouse\"","\" Bachelors\"",[45 - 75[,"\" Husband\"","\" White\"","\" Sales\"",45,"\" United-States\"","\" >50K\""
"\" Married-civ-spouse\"","\" Bachelors\"",[45 - 75[,"\" Husband\"","\" White\"","\" Exec-managerial\"",35,"\" United-States\"","\" >50K\""
"\" Married-civ-spouse\"","\" Bachelors\"",[45 - 75[,"\" Husband\"","\" White\"","\" Prof-specialty\"",40,"\" United-States\"","\" <=50K\""
"\" Married-civ-spouse\"","\" Bachelors\"",[45 - 75[,"\" Husband\"","\" White\"","\" Sales\"",40,"\" Canada\"","\" >50K\""
"\" Married-civ-spouse\"","\" Bachelors\"",[45 - 75[,"\" Husband\"","\" Asian-Pac-Islander\"","\" Sales\"",40,"\" China\"","\" >50K\""
"\" Married-civ-spouse\"","\" Bachelors\"",[45 - 75[,"\" Husband\"","\" White\"","\" Prof-specialty\"",60,"\" United-States\"","\" >50K\""
"\" Married-civ-spouse\"","\" Bachelors\"",[45 - 75[,"\" Husband\"","\" White\"","\" Exec-managerial\"",40,"\" United-States\"","\" <=50K\""
"\" Married-civ-spouse\"","\" Bachelors\"",[45 - 75[,"\" Husband\"","\" White\"","\" Other-service\"",10,"\" United-States\"","\" <=50K\""
"\" Married-civ-spouse\"","\" Bachelors\"",[25 - 45[,"\" Husband\"","\" White\"","\" Adm-clerical\"",40,"\" United-States\"","\" <=50K\""
"\" Married-civ-spouse\"","\" Bachelors\"",[25 - 45[,"\" Husband\"","\" White\"","\" Protective-serv\"",40,"\" United-States\"","\" >50K\""
"\" Married-civ-spouse\"","\" Bachelors\"",[25 - 45[,"\" Husband\"","\" Black\"","\" Craft-repair\"",40,"\" United-States\"","\" <=50K\""
"\" Married-civ-spouse\"","\" Bachelors\"",[25 - 45[,"\" Wife\"","\" White\"","\" Prof-specialty\"",40,"\" United-States\"","\" >50K\""
"\" Married-civ-spouse\"","\" Bachelors\"",[25 - 45[,"\" Husband\"","\" Black\"","\" Prof-specialty\"",40,"\" United-States\"","\" >50K\""
"\" Married-civ-spouse\"","\" Bachelors\"",[25 - 45[,"\" Husband\"","\" White\"","\" Craft-repair\"",40,"\" United-States\"","\" <=50K\""
"\" Married-civ-spouse\"","\" Bachelors\"",[25 - 45[,"\" Wife\"","\" White\"","\" Prof-specialty\"",55,"\" United-States\"","\" <=50K\""
"\" Married-civ-spouse\"","\" Bachelors\"",[25 - 45[,"\" Husband\"","\" White\"","\" Prof-specialty\"",40,"\" United-States\"","\" <=50K\""
"\" Married-civ-spouse\"","\" Bachelors\"",[45 - 65[,"\" Husband\"","\" White\"","\" Prof-specialty\"",50,"\" United-States\"","\" >50K\""
"\" Married-civ-spouse\"","\" Bachelors\"",[45 - 65[,"\" Husband\"","\" White\"","\" Prof-specialty\"",35,"\" United-States\"","\" >50K\""
"\" Married-civ-spouse\"","\" Bachelors\"",[45 - 65[,"\" Wife\"","\" White\"","\" Prof-specialty\"",40,"\" United-States\"","\" >50K\""
"\" Married-civ-spouse\"","\" Bachelors\"",[45 - 65[,"\" Husband\"","\" White\"","\" Exec-managerial\"",50,"\" United-States\"","\" >50K\""
