age,job,marital,edu,social,race,position,county,country,salary
42,"\" Private\"","\" Married-civ-spouse\"","\" Bachelors\"","\" Husband\"","\" White\"","\" Exec-managerial\"",40,"\" United-States\"","\" >50K\""
42,"\" Private\"","\" Married-civ-spouse\"","\" Bachelors\"","\" Wife\"","\" Black\"","\" Adm-clerical\"",40,"\" United-States\"","\" <=50K\""
42,"\" Private\"","\" Married-civ-spouse\"","\" Bachelors\"","\" Husband\"","\" White\"","\" Exec-managerial\"",40,"\" United-States\"","\" >50K\""
42,"\" Private\"","\" Married-civ-spouse\"","\" Bachelors\"","\" Husband\"","\" White\"","\" Exec-managerial\"",45,"\" United-States\"","\" >50K\""
42,"\" Private\"","\" Married-civ-spouse\"","\" Bachelors\"","\" Husband\"","\" White\"","\" Tech-support\"",40,"\" United-States\"","\" >50K\""
42,"\" Private\"","\" Married-civ-spouse\"","\" Bachelors\"","\" Husband\"","\" White\"","\" Prof-specialty\"",45,"\" United-States\"","\" >50K\""
42,"\" Private\"","\" Married-civ-spouse\"","\" Bachelors\"","\" Husband\"","\" White\"","\" Tech-support\"",40,"\" United-States\"","\" >50K\""
28,"\" Private\"","\" Never-married\"","\" Bachelors\"","\" Not-in-family\"","\" White\"","\" Transport-moving\"",55,"\" United-States\"","\" <=50K\""
28,"\" Private\"","\" Never-married\"","\" Bachelors\"","\" Not-in-family\"","\" White\"","\" Tech-support\"",35,"\" United-States\"","\" <=50K\""
28,"\" Private\"","\" Never-married\"","\" Bachelors\"","\" Not-in-family\"","\" White\"","\" Prof-specialty\"",40,"\" United-States\"","\" <=50K\""
28,"\" Private\"","\" Never-married\"","\" Bachelors\"","\" Not-in-family\"","\" White\"","\" Other-service\"",43,"\" Mexico\"","\" <=50K\""
28,"\" Private\"","\" Never-married\"","\" Bachelors\"","\" Unmarried\"","\" White\"","\" Transport-moving\"",20,"\" United-States\"","\" <=50K\""
23,"\" Private\"","\" Never-married\"","\" Bachelors\"","\" Own-child\"","\" White\"","\" Adm-clerical\"",30,"\" United-States\"","\" <=50K\""
23,"\" Private\"","\" Never-married\"","\" Bachelors\"","\" Not-in-family\"","\" White\"","\" Handlers-cleaners\"",40,"\" United-States\"","\" <=50K\""
23,"\" Private\"","\" Never-married\"","\" Bachelors\"","\" Own-child\"","\" White\"","\" Adm-clerical\"",40,"\" United-States\"","\" <=50K\""
23,"\" Private\"","\" Never-married\"","\" Bachelors\"","\" Own-child\"","\" White\"","\" Sales\"",20,"\" United-States\"","\" <=50K\""
23,"\" Private\"","\" Never-married\"","\" Bachelors\"","\" Own-child\"","\" White\"","\" Exec-managerial\"",28,"\" United-States\"","\" <=50K\""
23,"\" Private\"","\" Never-married\"","\" Bachelors\"","\" Not-in-family\"","\" White\"","\" Sales\"",50,"\" United-States\"","\" <=50K\""
23,"\" Private\"","\" Never-married\"","\" Bachelors\"","\" Not-in-family\"","\" White\"","\" Adm-clerical\"",30,"\" United-States\"","\" <=50K\""
23,"\" Private\"","\" Never-married\"","\" Bachelors\"","\" Not-in-family\"","\" White\"","\" Adm-clerical\"",40,"\" United-States\"","\" <=50K\""
23,"\" Private\"","\" Never-married\"","\" Bachelors\"","\" Own-child\"","\" White\"","\" Prof-specialty\"",50,"\" United-States\"","\" <=50K\""
23,"\" Private\"","\" Never-married\"","\" Bachelors\"","\" Not-in-family\"","\" White\"","\" Exec-managerial\"",40,"\" United-States\"","\" <=50K\""
23,"\" Private\"","\" Never-married\"","\" Bachelors\"","\" Unmarried\"","\" White\"","\" Exec-managerial\"",40,"\" United-States\"","\" <=50K\""
23,"\" Private\"","\" Never-married\"","\" Bachelors\"","\" Not-in-family\"","\" White\"","\" Sales\"",45,"\" United-States\"","\" <=50K\""
31,"\" Private\"","\" Never-married\"","\" Bachelors\"","\" Own-child\"","\" White\"","\" Prof-specialty\"",25,"\" United-States\"","\" <=50K\""
31,"\" Private\"","\" Never-married\"","\" Bachelors\"","\" Not-in-family\"","\" White\"","\" Sales\"",40,"\" United-States\"","\" >50K\""
31,"\" Private\"","\" Never-married\"","\" Bachelors\"","\" Not-in-family\"","\" White\"","\" Prof-specialty\"",47,"\" United-States\"","\" <=50K\""
31,"\" Private\"","\" Never-married\"","\" Bachelors\"","\" Not-in-family\"","\" White\"","\" Tech-support\"",37,"\" United-States\"","\" <=50K\""
31,"\" Private\"","\" Never-married\"","\" Bachelors\"","\" Own-child\"","\" Asian-Pac-Islander\"","\" Sales\"",40,"\" ?\"","\" <=50K\""
31,"\" Private\"","\" Never-married\"","\" Bachelors\"","\" Not-in-family\"","\" Black\"","\" Exec-managerial\"",40,"\" United-States\"","\" <=50K\""
31,"\" Private\"","\" Never-married\"","\" Bachelors\"","\" Not-in-family\"","\" White\"","\" Exec-managerial\"",40,"\" United-States\"","\" <=50K\""
31,"\" Private\"","\" Never-married\"","\" Bachelors\"","\" Not-in-family\"","\" White\"","\" Exec-managerial\"",50,"\" United-States\"","\" >50K\""
36,"\" Private\"","\" Married-civ-spouse\"","\" Bachelors\"","\" Husband\"","\" White\"","\" Prof-specialty\"",60,"\" United-States\"","\" >50K\""
36,"\" Private\"","\" Married-civ-spouse\"","\" Bachelors\"","\" Husband\"","\" Black\"","\" Other-service\"",36,"\" United-States\"","\" >50K\""
36,"\" Private\"","\" Married-civ-spouse\"","\" Bachelors\"","\" Husband\"","\" White\"","\" Prof-specialty\"",45,"\" United-States\"","\" <=50K\""
36,"\" Private\"","\" Married-civ-spouse\"","\" Bachelors\"","\" Husband\"","\" White\"","\" Prof-specialty\"",50,"\" United-States\"","\" >50K\""
36,"\" Private\"","\" Married-civ-spouse\"","\" Bachelors\"","\" Husband\"","\" White\"","\" Tech-support\"",40,"\" United-States\"","\" <=50K\""
36,"\" Private\"","\" Married-civ-spouse\"","\" Bachelors\"","\" Husband\"","\" White\"","\" Prof-specialty\"",40,"\" United-States\"","\" <=50K\""
36,"\" Private\"","\" Married-civ-spouse\"","\" Bachelors\"","\" Husband\"","\" Asian-Pac-Islander\"","\" Exec-managerial\"",60,"\" ?\"","\" >50K\""
36,"\" Private\"","\" Married-civ-spouse\"","\" Bachelors\"","\" Husband\"","\" White\"","\" Exec-managerial\"",40,"\" United-States\"","\" <=50K\""
34,"\" Private\"","\" Married-civ-spouse\"","\" Bachelors\"","\" Husband\"","\" White\"","\" Prof-specialty\"",50,"\" United-States\"","\" >50K\""
34,"\" Private\"","\" Married-civ-spouse\"","\" Bachelors\"","\" Husband\"","\" White\"","\" Exec-managerial\"",45,"\" United-States\"","\" >50K\""
34,"\" Private\"","\" Married-civ-spouse\"","\" Bachelors\"","\" Husband\"","\" White\"","\" Exec-managerial\"",40,"\" United-States\"","\" >50K\""
34,"\" Private\"","\" Married-civ-spouse\"","\" Bachelors\"","\" Husband\"","\" White\"","\" Prof-specialty\"",40,"\" ?\"","\" >50K\""
34,"\" Private\"","\" Married-civ-spouse\"","\" Bachelors\"","\" Husband\"","\" White\"","\" Exec-managerial\"",70,"\" United-States\"","\" <=50K\""
37,"\" Private\"","\" Married-civ-spouse\"","\" Bachelors\"","\" Husband\"","\" White\"","\" Sales\"",50,"\" United-States\"","\" <=50K\""
37,"\" Private\"","\" Married-civ-spouse\"","\" Bachelors\"","\" Husband\"","\" White\"","\" Exec-managerial\"",45,"\" United-States\"","\" >50K\""
37,"\" Private\"","\" Married-civ-spouse\"","\" Bachelors\"","\" Husband\"","\" White\"","\" Prof-specialty\"",50,"\" United-States\"","\" >50K\""
37,"\" Private\"","\" Married-civ-spouse\"","\" Bachelors\"","\" Husband\"","\" White\"","\" Farming-fishing\"",50,"\" United-States\"","\" <=50K\""
37,"\" Private\"","\" Married-civ-spouse\"","\" Bachelors\"","\" Husband\"","\" White\"","\" Machine-op-inspct\"",43,"\" United-States\"","\" >50K\""
37,"\" Private\"","\" Married-civ-spouse\"","\" Bachelors\"","\" Husband\"","\" White\"","\" Sales\"",55,"\" United-States\"","\" >50K\""
37,"\" Private\"","\" Married-civ-spouse\"","\" Bachelors\"","\" Wife\"","\" Asian-Pac-Islander\"","\" Other-service\"",30,"\" United-States\"","\" >50K\""
37,"\" Private\"","\" Married-civ-spouse\"","\" Bachelors\"","\" Husband\"","\" White\"","\" Exec-managerial\"",40,"\" United-States\"","\" >50K\""
22,"\" Private\"","\" Never-married\"","\" Bachelors\"","\" Not-in-family\"","\" White\"","\" Prof-specialty\"",15,"\" Germany\"","\" <=50K\""
22,"\" Private\"","\" Never-married\"","\" Bachelors\"","\" Unmarried\"","\" White\"","\" Prof-specialty\"",20,"\" United-States\"","\" <=50K\""
22,"\" Private\"","\" Never-married\"","\" Bachelors\"","\" Own-child\"","\" White\"","\" Exec-managerial\"",50,"\" United-States\"","\" <=50K\""
22,"\" Private\"","\" Never-married\"","\" Bachelors\"","\" Own-child\"","\" Asian-Pac-Islander\"","\" Sales\"",50,"\" Taiwan\"","\" <=50K\""
22,"\" Private\"","\" Never-married\"","\" Bachelors\"","\" Not-in-family\"","\" White\"","\" Prof-specialty\"",55,"\" United-States\"","\" <=50K\""
22,"\" Private\"","\" Never-married\"","\" Bachelors\"","\" Own-child\"","\" White\"","\" Prof-specialty\"",40,"\" United-States\"","\" <=50K\""
24,"\" Private\"","\" Never-married\"","\" Bachelors\"","\" Other-relative\"","\" White\"","\" Sales\"",40,"\" United-States\"","\" <=50K\""
24,"\" Private\"","\" Never-married\"","\" Bachelors\"","\" Not-in-family\"","\" White\"","\" Tech-support\"",20,"\" United-States\"","\" <=50K\""
24,"\" Private\"","\" Never-married\"","\" Bachelors\"","\" Not-in-family\"","\" Black\"","\" Exec-managerial\"",40,"\" United-States\"","\" <=50K\""
24,"\" Private\"","\" Never-married\"","\" Bachelors\"","\" Not-in-family\"","\" White\"","\" Exec-managerial\"",50,"\" United-States\"","\" <=50K\""
24,"\" Private\"","\" Never-married\"","\" Bachelors\"","\" Own-child\"","\" Black\"","\" Prof-specialty\"",15,"\" United-States\"","\" <=50K\""
24,"\" Private\"","\" Never-married\"","\" Bachelors\"","\" Not-in-family\"","\" White\"","\" Prof-specialty\"",40,"\" United-States\"","\" <=50K\""
24,"\" Private\"","\" Never-married\"","\" Bachelors\"","\" Not-in-family\"","\" White\"","\" Sales\"",50,"\" United-States\"","\" <=50K\""
24,"\" Private\"","\" Never-married\"","\" Bachelors\"","\" Not-in-family\"","\" Asian-Pac-Islander\"","\" Machine-op-inspct\"",45,"\" China\"","\" <=50K\""
24,"\" Private\"","\" Never-married\"","\" Bachelors\"","\" Not-in-family\"","\" White\"","\" Machine-op-inspct\"",65,"\" United-States\"","\" <=50K\""
28,"\" Private\"","\" Married-civ-spouse\"","\" Bachelors\"","\" Wife\"","\" Black\"","\" Prof-specialty\"",40,"\" Cuba\"","\" <=50K\""
28,"\" Private\"","\" Married-civ-spouse\"","\" Bachelors\"","\" Husband\"","\" White\"","\" Prof-specialty\"",40,"\" United-States\"","\" <=50K\""
28,"\" Private\"","\" Married-civ-spouse\"","\" Bachelors\"","\" Husband\"","\" White\"","\" Prof-specialty\"",45,"\" United-States\"","\" <=50K\""
28,"\" Private\"","\" Married-civ-spouse\"","\" Bachelors\"","\" Husband\"","\" White\"","\" Tech-support\"",40,"\" United-States\"","\" <=50K\""
28,"\" Private\"","\" Married-civ-spouse\"","\" Bachelors\"","\" Husband\"","\" White\"","\" Adm-clerical\"",40,"\" United-States\"","\" <=50K\""
41,"\" Private\"","\" Married-civ-spouse\"","\" Bachelors\"","\" Husband\"","\" White\"","\" Exec-managerial\"",50,"\" Iran\"","\" >50K\""
41,"\" Private\"","\" Married-civ-spouse\"","\" Bachelors\"","\" Husband\"","\" White\"","\" Exec-managerial\"",60,"\" United-States\"","\" >50K\""
41,"\" Private\"","\" Married-civ-spouse\"","\" Bachelors\"","\" Husband\"","\" Black\"","\" Exec-managerial\"",50,"\" United-States\"","\" <=50K\""
41,"\" Private\"","\" Married-civ-spouse\"","\" Bachelors\"","\" Husband\"","\" White\"","\" Craft-repair\"",40,"\" United-States\"","\" >50K\""
41,"\" Private\"","\" Married-civ-spouse\"","\" Bachelors\"","\" Husband\"","\" White\"","\" Exec-managerial\"",40,"\" United-States\"","\" <=50K\""
45,"\" Private\"","\" Married-civ-spouse\"","\" Bachelors\"","\" Husband\"","\" White\"","\" Prof-specialty\"",55,"\" United-States\"","\" <=50K\""
45,"\" Private\"","\" Married-civ-spouse\"","\" Bachelors\"","\" Husband\"","\" Asian-Pac-Islander\"","\" Adm-clerical\"",40,"\" Philippines\"","\" <=50K\""
45,"\" Private\"","\" Married-civ-spouse\"","\" Bachelors\"","\" Husband\"","\" White\"","\" Sales\"",55,"\" United-States\"","\" <=50K\""
45,"\" Private\"","\" Married-civ-spouse\"","\" Bachelors\"","\" Husband\"","\" White\"","\" Exec-managerial\"",40,"\" United-States\"","\" >50K\""
45,"\" Private\"","\" Married-civ-spouse\"","\" Bachelors\"","\" Husband\"","\" White\"","\" Sales\"",40,"\" United-States\"","\" >50K\""
25,"\" Private\"","\" Never-married\"","\" Bachelors\"","\" Not-in-family\"","\" White\"","\" Exec-managerial\"",40,"\" United-States\"","\" <=50K\""
25,"\" Private\"","\" Never-married\"","\" Bachelors\"","\" Not-in-family\"","\" White\"","\" Sales\"",40,"\" United-States\"","\" <=50K\""
25,"\" Private\"","\" Never-married\"","\" Bachelors\"","\" Own-child\"","\" Asian-Pac-Islander\"","\" Prof-specialty\"",40,"\" United-States\"","\" <=50K\""
25,"\" Private\"","\" Never-married\"","\" Bachelors\"","\" Own-child\"","\" White\"","\" Exec-managerial\"",40,"\" United-States\"","\" <=50K\""
25,"\" Private\"","\" Never-married\"","\" Bachelors\"","\" Own-child\"","\" White\"","\" Exec-managerial\"",40,"\" United-States\"","\" <=50K\""
25,"\" Private\"","\" Never-married\"","\" Bachelors\"","\" Own-child\"","\" White\"","\" Tech-support\"",40,"\" United-States\"","\" <=50K\""
25,"\" Private\"","\" Never-married\"","\" Bachelors\"","\" Own-child\"","\" White\"","\" Adm-clerical\"",40,"\" United-States\"","\" <=50K\""
30,"\" Private\"","\" Never-married\"","\" Bachelors\"","\" Own-child\"","\" Black\"","\" Exec-managerial\"",40,"\" Germany\"","\" <=50K\""
30,"\" Private\"","\" Never-married\"","\" Bachelors\"","\" Own-child\"","\" White\"","\" Prof-specialty\"",40,"\" Poland\"","\" <=50K\""
30,"\" Private\"","\" Never-married\"","\" Bachelors\"","\" Not-in-family\"","\" Black\"","\" Prof-specialty\"",45,"\" ?\"","\" <=50K\""
30,"\" Private\"","\" Never-married\"","\" Bachelors\"","\" Not-in-family\"","\" White\"","\" Exec-managerial\"",55,"\" United-States\"","\" >50K\""
30,"\" Private\"","\" Never-married\"","\" Bachelors\"","\" Not-in-family\"","\" White\"","\" Sales\"",48,"\" United-States\"","\" <=50K\""
30,"\" Private\"","\" Never-married\"","\" Bachelors\"","\" Not-in-family\"","\" Black\"","\" Prof-specialty\"",40,"\" United-States\"","\" <=50K\""
30,"\" Private\"","\" Never-married\"","\" Bachelors\"","\" Unmarried\"","\" White\"","\" Exec-managerial\"",45,"\" United-States\"","\" >50K\""
26,"\" Private\"","\" Never-married\"","\" Bachelors\"","\" Not-in-family\"","\" White\"","\" Sales\"",40,"\" United-States\"","\" <=50K\""
26,"\" Private\"","\" Never-married\"","\" Bachelors\"","\" Not-in-family\"","\" White\"","\" Adm-clerical\"",40,"\" United-States\"","\" <=50K\""
26,"\" Private\"","\" Never-married\"","\" Bachelors\"","\" Not-in-family\"","\" White\"","\" Prof-specialty\"",40,"\" United-States\"","\" <=50K\""
26,"\" Private\"","\" Never-married\"","\" Bachelors\"","\" Unmarried\"","\" Asian-Pac-Islander\"","\" Transport-moving\"",40,"\" ?\"","\" <=50K\""
26,"\" Private\"","\" Never-married\"","\" Bachelors\"","\" Not-in-family\"","\" White\"","\" Tech-support\"",40,"\" United-States\"","\" <=50K\""
26,"\" Private\"","\" Never-married\"","\" Bachelors\"","\" Own-child\"","\" White\"","\" Adm-clerical\"",30,"\" United-States\"","\" <=50K\""
26,"\" Private\"","\" Never-married\"","\" Bachelors\"","\" Other-relative\"","\" White\"","\" Craft-repair\"",40,"\" United-States\"","\" <=50K\""
26,"\" Private\"","\" Never-married\"","\" Bachelors\"","\" Not-in-family\"","\" White\"","\" Prof-specialty\"",50,"\" United-States\"","\" <=50K\""
26,"\" Private\"","\" Never-married\"","\" Bachelors\"","\" Not-in-family\"","\" Asian-Pac-Islander\"","\" Prof-specialty\"",16,"\" Japan\"","\" <=50K\""
32,"\" Private\"","\" Married-civ-spouse\"","\" Bachelors\"","\" Husband\"","\" White\"","\" Prof-specialty\"",50,"\" United-States\"","\" <=50K\""
32,"\" Private\"","\" Married-civ-spouse\"","\" Bachelors\"","\" Other-relative\"","\" White\"","\" Adm-clerical\"",40,"\" Philippines\"","\" >50K\""
32,"\" Private\"","\" Married-civ-spouse\"","\" Bachelors\"","\" Husband\"","\" White\"","\" Craft-repair\"",70,"\" Mexico\"","\" <=50K\""
32,"\" Private\"","\" Married-civ-spouse\"","\" Bachelors\"","\" Husband\"","\" White\"","\" Sales\"",40,"\" United-States\"","\" <=50K\""
32,"\" Private\"","\" Married-civ-spouse\"","\" Bachelors\"","\" Husband\"","\" White\"","\" Sales\"",40,"\" United-States\"","\" <=50K\""
