marital,edu,age,social,race,position,county,country,salary
"\" Married-civ-spouse\"","\" Masters\"",[25 - 35[,"\" Husband\"","\" Asian-Pac-Islander\"","\" Exec-managerial\"",40,"\" Taiwan\"","\" >50K\""
"\" Married-civ-spouse\"","\" Masters\"",[25 - 35[,"\" Husband\"","\" White\"","\" Sales\"",40,"\" United-States\"","\" >50K\""
"\" Married-civ-spouse\"","\" Masters\"",[25 - 35[,"\" Husband\"","\" Asian-Pac-Islander\"","\" Exec-managerial\"",40,"\" United-States\"","\" >50K\""
"\" Married-civ-spouse\"","\" Masters\"",[25 - 35[,"\" Husband\"","\" White\"","\" Exec-managerial\"",40,"\" Cuba\"","\" >50K\""
"\" Married-civ-spouse\"","\" Masters\"",[25 - 35[,"\" Husband\"","\" White\"","\" Prof-specialty\"",50,"\" ?\"","\" >50K\""
"\" Married-civ-spouse\"","\" Masters\"",[25 - 35[,"\" Husband\"","\" White\"","\" Prof-specialty\"",25,"\" United-States\"","\" <=50K\""
"\" Married-civ-spouse\"","\" Masters\"",[35 - 40[,"\" Husband\"","\" White\"","\" Transport-moving\"",72,"\" ?\"","\" >50K\""
"\" Married-civ-spouse\"","\" Masters\"",[35 - 40[,"\" Husband\"","\" Black\"","\" Craft-repair\"",40,"\" United-States\"","\" >50K\""
"\" Married-civ-spouse\"","\" Masters\"",[35 - 40[,"\" Husband\"","\" White\"","\" Exec-managerial\"",40,"\" United-States\"","\" >50K\""
"\" Married-civ-spouse\"","\" Masters\"",[35 - 40[,"\" Husband\"","\" White\"","\" Prof-specialty\"",40,"\" United-States\"","\" >50K\""
"\" Married-civ-spouse\"","\" Masters\"",[35 - 40[,"\" Wife\"","\" White\"","\" Exec-managerial\"",40,"\" United-States\"","\" <=50K\""
"\" Married-civ-spouse\"","\" Masters\"",[35 - 40[,"\" Husband\"","\" White\"","\" Exec-managerial\"",60,"\" United-States\"","\" >50K\""
"\" Married-civ-spouse\"","\" Masters\"",[35 - 40[,"\" Husband\"","\" White\"","\" Exec-managerial\"",60,"\" United-States\"","\" >50K\""
"\" Married-civ-spouse\"","\" Masters\"",[35 - 40[,"\" Not-in-family\"","\" White\"","\" Farming-fishing\"",99,"\" United-States\"","\" >50K\""
"\" Married-civ-spouse\"","\" Masters\"",[35 - 40[,"\" Husband\"","\" White\"","\" Exec-managerial\"",65,"\" United-States\"","\" >50K\""
"\" Married-civ-spouse\"","\" Masters\"",[35 - 40[,"\" Husband\"","\" Asian-Pac-Islander\"","\" Prof-specialty\"",45,"\" China\"","\" >50K\""
"\" Married-civ-spouse\"","\" Masters\"",[40 - 45[,"\" Husband\"","\" Asian-Pac-Islander\"","\" Prof-specialty\"",55,"\" Taiwan\"","\" >50K\""
"\" Married-civ-spouse\"","\" Masters\"",[40 - 45[,"\" Husband\"","\" White\"","\" Craft-repair\"",40,"\" United-States\"","\" >50K\""
"\" Married-civ-spouse\"","\" Masters\"",[40 - 45[,"\" Husband\"","\" White\"","\" Exec-managerial\"",60,"\" United-States\"","\" >50K\""
"\" Married-civ-spouse\"","\" Masters\"",[40 - 45[,"\" Husband\"","\" White\"","\" Prof-specialty\"",40,"\" United-States\"","\" >50K\""
"\" Married-civ-spouse\"","\" Masters\"",[40 - 45[,"\" Husband\"","\" White\"","\" Prof-specialty\"",45,"\" United-States\"","\" >50K\""
"\" Married-civ-spouse\"","\" Masters\"",[40 - 45[,"\" Husband\"","\" White\"","\" Prof-specialty\"",40,"\" United-States\"","\" <=50K\""
"\" Married-civ-spouse\"","\" Masters\"",[40 - 45[,"\" Husband\"","\" White\"","\" Exec-managerial\"",40,"\" United-States\"","\" >50K\""
"\" Married-civ-spouse\"","\" Masters\"",[40 - 45[,"\" Husband\"","\" Black\"","\" Prof-specialty\"",35,"\" United-States\"","\" <=50K\""
"\" Married-civ-spouse\"","\" Masters\"",[40 - 45[,"\" Husband\"","\" White\"","\" Prof-specialty\"",60,"\" United-States\"","\" <=50K\""
"\" Married-civ-spouse\"","\" Masters\"",[40 - 45[,"\" Husband\"","\" White\"","\" Prof-specialty\"",50,"\" United-States\"","\" <=50K\""
"\" Married-civ-spouse\"","\" Masters\"",[45 - 50[,"\" Husband\"","\" White\"","\" Prof-specialty\"",50,"\" United-States\"","\" >50K\""
"\" Married-civ-spouse\"","\" Masters\"",[45 - 50[,"\" Husband\"","\" White\"","\" Prof-specialty\"",44,"\" United-States\"","\" >50K\""
"\" Married-civ-spouse\"","\" Masters\"",[45 - 50[,"\" Wife\"","\" Asian-Pac-Islander\"","\" Prof-specialty\"",50,"\" South\"","\" <=50K\""
"\" Married-civ-spouse\"","\" Masters\"",[45 - 50[,"\" Husband\"","\" White\"","\" Exec-managerial\"",43,"\" United-States\"","\" >50K\""
"\" Married-civ-spouse\"","\" Masters\"",[45 - 50[,"\" Husband\"","\" White\"","\" Exec-managerial\"",40,"\" United-States\"","\" >50K\""
"\" Married-civ-spouse\"","\" Masters\"",[45 - 50[,"\" Other-relative\"","\" White\"","\" Prof-specialty\"",40,"\" United-States\"","\" >50K\""
"\" Married-civ-spouse\"","\" Masters\"",[50 - 80[,"\" Husband\"","\" White\"","\" Sales\"",40,"\" United-States\"","\" <=50K\""
"\" Married-civ-spouse\"","\" Masters\"",[50 - 80[,"\" Husband\"","\" White\"","\" Prof-specialty\"",55,"\" United-States\"","\" <=50K\""
"\" Married-civ-spouse\"","\" Masters\"",[50 - 80[,"\" Husband\"","\" White\"","\" Sales\"",40,"\" United-States\"","\" >50K\""
"\" Married-civ-spouse\"","\" Masters\"",[50 - 80[,"\" Wife\"","\" White\"","\" Prof-specialty\"",50,"\" United-States\"","\" <=50K\""
"\" Married-civ-spouse\"","\" Masters\"",[50 - 80[,"\" Husband\"","\" White\"","\" Tech-support\"",40,"\" United-States\"","\" >50K\""
"\" Married-civ-spouse\"","\" Masters\"",[50 - 80[,"\" Husband\"","\" White\"","\" Prof-specialty\"",36,"\" England\"","\" >50K\""
"\" Married-civ-spouse\"","\" Masters\"",[50 - 80[,"\" Husband\"","\" White\"","\" Exec-managerial\"",50,"\" United-States\"","\" >50K\""
"\" Married-civ-spouse\"","\" Masters\"",[50 - 80[,"\" Husband\"","\" Asian-Pac-Islander\"","\" Exec-managerial\"",35,"\" Taiwan\"","\" >50K\""
"\" Married-civ-spouse\"","\" Masters\"",[50 - 80[,"\" Husband\"","\" White\"","\" Prof-specialty\"",40,"\" ?\"","\" <=50K\""
"\" Married-civ-spouse\"","\" Masters\"",[50 - 80[,"\" Husband\"","\" White\"","\" Prof-specialty\"",55,"\" United-States\"","\" >50K\""
"\" Married-civ-spouse\"","\" Masters\"",[35 - 65[,"\" Husband\"","\" White\"","\" Sales\"",45,"\" Mexico\"","\" >50K\""
"\" Married-civ-spouse\"","\" Masters\"",[35 - 65[,"\" Husband\"","\" White\"","\" Sales\"",40,"\" United-States\"","\" >50K\""
"\" Married-civ-spouse\"","\" Masters\"",[35 - 65[,"\" Husband\"","\" White\"","\" Exec-managerial\"",50,"\" United-States\"","\" >50K\""
"\" Married-civ-spouse\"","\" Masters\"",[35 - 65[,"\" Husband\"","\" White\"","\" Sales\"",65,"\" United-States\"","\" >50K\""
"\" Married-civ-spouse\"","\" Masters\"",[35 - 65[,"\" Husband\"","\" White\"","\" Exec-managerial\"",45,"\" United-States\"","\" <=50K\""
"\" Married-civ-spouse\"","\" Masters\"",[35 - 65[,"\" Husband\"","\" White\"","\" Sales\"",68,"\" United-States\"","\" >50K\""
"\" Married-civ-spouse\"","\" Masters\"",[35 - 65[,"\" Husband\"","\" White\"","\" Exec-managerial\"",50,"\" United-States\"","\" >50K\""
"\" Never-married\"","\" Masters\"",[20 - 35[,"\" Not-in-family\"","\" White\"","\" Prof-specialty\"",54,"\" United-States\"","\" >50K\""
"\" Never-married\"","\" Masters\"",[20 - 35[,"\" Not-in-family\"","\" White\"","\" Prof-specialty\"",50,"\" United-States\"","\" >50K\""
"\" Never-married\"","\" Masters\"",[20 - 35[,"\" Not-in-family\"","\" White\"","\" Prof-specialty\"",46,"\" United-States\"","\" <=50K\""
"\" Never-married\"","\" Masters\"",[20 - 35[,"\" Not-in-family\"","\" White\"","\" Prof-specialty\"",25,"\" United-States\"","\" <=50K\""
"\" Never-married\"","\" Masters\"",[20 - 35[,"\" Own-child\"","\" White\"","\" Exec-managerial\"",90,"\" United-States\"","\" <=50K\""
"\" Never-married\"","\" Masters\"",[20 - 35[,"\" Not-in-family\"","\" White\"","\" Prof-specialty\"",40,"\" United-States\"","\" <=50K\""
"\" Never-married\"","\" Masters\"",[20 - 35[,"\" Not-in-family\"","\" White\"","\" Prof-specialty\"",40,"\" United-States\"","\" >50K\""
"\" Never-married\"","\" Masters\"",[35 - 45[,"\" Not-in-family\"","\" Asian-Pac-Islander\"","\" Adm-clerical\"",40,"\" Philippines\"","\" <=50K\""
"\" Never-married\"","\" Masters\"",[35 - 45[,"\" Not-in-family\"","\" White\"","\" Tech-support\"",35,"\" United-States\"","\" >50K\""
"\" Never-married\"","\" Masters\"",[35 - 45[,"\" Not-in-family\"","\" White\"","\" Sales\"",60,"\" United-States\"","\" <=50K\""
"\" Never-married\"","\" Masters\"",[35 - 45[,"\" Not-in-family\"","\" White\"","\" Prof-specialty\"",60,"\" United-States\"","\" >50K\""
"\" Never-married\"","\" Masters\"",[35 - 45[,"\" Not-in-family\"","\" White\"","\" Prof-specialty\"",45,"\" United-States\"","\" >50K\""
"\" Never-married\"","\" Masters\"",[35 - 45[,"\" Not-in-family\"","\" White\"","\" Prof-specialty\"",60,"\" United-States\"","\" <=50K\""
"\" Never-married\"","\" Masters\"",[45 - 60[,"\" Not-in-family\"","\" White\"","\" Other-service\"",30,"\" Poland\"","\" <=50K\""
"\" Never-married\"","\" Masters\"",[45 - 60[,"\" Not-in-family\"","\" White\"","\" Exec-managerial\"",25,"\" United-States\"","\" <=50K\""
"\" Never-married\"","\" Masters\"",[45 - 60[,"\" Not-in-family\"","\" White\"","\" Exec-managerial\"",35,"\" Dominican-Republic\"","\" <=50K\""
"\" Never-married\"","\" Masters\"",[45 - 60[,"\" Not-in-family\"","\" White\"","\" Prof-specialty\"",60,"\" United-States\"","\" <=50K\""
"\" Never-married\"","\" Masters\"",[45 - 60[,"\" Not-in-family\"","\" White\"","\" Exec-managerial\"",50,"\" United-States\"","\" >50K\""
"\" Never-married\"","\" Masters\"",[45 - 60[,"\" Not-in-family\"","\" White\"","\" Prof-specialty\"",80,"\" United-States\"","\" <=50K\""
"\" Married-civ-spouse\"","\" Masters\"",[25 - 70[,"\" Husband\"","\" White\"","\" Prof-specialty\"",35,"\" United-States\"","\" >50K\""
"\" Married-civ-spouse\"","\" Masters\"",[25 - 70[,"\" Husband\"","\" White\"","\" Prof-specialty\"",11,"\" United-States\"","\" <=50K\""
"\" Married-civ-spouse\"","\" Masters\"",[25 - 70[,"\" Husband\"","\" White\"","\" Prof-specialty\"",50,"\" United-States\"","\" <=50K\""
"\" Married-civ-spouse\"","\" Masters\"",[25 - 70[,"\" Husband\"","\" White\"","\" Prof-specialty\"",60,"\" United-States\"","\" >50K\""
"\" Married-civ-spouse\"","\" Masters\"",[25 - 70[,"\" Husband\"","\" White\"","\" Prof-specialty\"",35,"\" United-States\"","\" >50K\""
"\" Married-civ-spouse\"","\" Masters\"",[25 - 70[,"\" Wife\"","\" White\"","\" Prof-specialty\"",50,"\" United-States\"","\" >50K\""
"\" Divorced\"","\" Masters\"",[40 - 60[,"\" Unmarried\"","\" White\"","\" Prof-specialty\"",35,"\" United-States\"","\" <=50K\""
"\" Divorced\"","\" Masters\"",[40 - 60[,"\" Unmarried\"","\" White\"","\" Sales\"",5,"\" United-States\"","\" >50K\""
"\" Divorced\"","\" Masters\"",[40 - 60[,"\" Not-in-family\"","\" White\"","\" Sales\"",18,"\" United-States\"","\" <=50K\""
"\" Divorced\"","\" Masters\"",[40 - 60[,"\" Not-in-family\"","\" White\"","\" Prof-specialty\"",40,"\" United-States\"","\" <=50K\""
"\" Divorced\"","\" Masters\"",[40 - 60[,"\" Unmarried\"","\" White\"","\" Exec-managerial\"",45,"\" United-States\"","\" >50K\""
"\" Divorced\"","\" Masters\"",[40 - 60[,"\" Not-in-family\"","\" White\"","\" Exec-managerial\"",30,"\" United-States\"","\" <=50K\""
"\" Married-civ-spouse\"","\" Masters\"",[35 - 55[,"\" Husband\"","\" White\"","\" Exec-managerial\"",70,"\" United-States\"","\" >50K\""
"\" Married-civ-spouse\"","\" Masters\"",[35 - 55[,"\" Husband\"","\" White\"","\" Prof-specialty\"",40,"\" United-States\"","\" >50K\""
"\" Married-civ-spouse\"","\" Masters\"",[35 - 55[,"\" Wife\"","\" White\"","\" Prof-specialty\"",35,"\" United-States\"","\" >50K\""
"\" Married-civ-spouse\"","\" Masters\"",[35 - 55[,"\" Husband\"","\" White\"","\" Exec-managerial\"",60,"\" United-States\"","\" >50K\""
"\" Married-civ-spouse\"","\" Masters\"",[35 - 55[,"\" Husband\"","\" White\"","\" Exec-managerial\"",40,"\" United-States\"","\" >50K\""
"\" Married-civ-spouse\"","\" Masters\"",[35 - 55[,"\" Husband\"","\" White\"","\" Prof-specialty\"",40,"\" United-States\"","\" >50K\""
"\" Married-civ-spouse\"","\" Masters\"",[35 - 55[,"\" Husband\"","\" White\"","\" Prof-specialty\"",35,"\" United-States\"","\" >50K\""
"\" Married-civ-spouse\"","\" Masters\"",[35 - 55[,"\" Husband\"","\" White\"","\" Prof-specialty\"",40,"\" United-States\"","\" <=50K\""
"\" Married-civ-spouse\"","\" Masters\"",[35 - 55[,"\" Husband\"","\" White\"","\" Prof-specialty\"",40,"\" United-States\"","\" >50K\""
